batch_id,toy_id,toy_name,toy_category,elf_team_id,production_timestamp,production_date,paint_quality,assembly_score,safety_check_passed,defect_count,materials_plastic_kg,materials_wood_kg,materials_metal_kg,materials_fabric_kg,production_time_minutes,predicted_popularity_score,carbon_footprint_kg,quality_tier,workshop_location,shift
BATCH_2025_000934,TOY_EDU_4011,Coding Game,EDUCATIONAL,Team_C,2025-11-02 17:37:07.103709,2025-11-08,0.761,0.777,True,2,1.4,0.85,0.12,0.2,91.2,0.599,3.56,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000780,TOY_EDU_1736,Coding Game,EDUCATIONAL,Team_A,2025-11-02 18:01:58.202371,2025-10-28,0.644,0.702,True,2,0.75,0.25,0.14,0.19,48.4,0.792,3.36,ECONOMY,East_Workshop,AFTERNOON
BATCH_2025_000687,TOY_BUI_4400,Magnetic Tiles,BUILDING,Team_J,2025-11-02 18:19:51.965508,2025-10-30,0.741,0.841,True,0,1.87,0.09,0.2,0.02,15.6,0.619,2.77,STANDARD,North_Workshop,NIGHT
BATCH_2025_000288,TOY_EDU_4094,Coding Game,EDUCATIONAL,Team_H,2025-11-02 18:44:01.747688,2025-11-03,0.786,0.794,True,2,1.99,0.89,0.09,0.07,65.8,0.643,3.7,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000206,TOY_GAM_5462,Monopoly,GAMES,Team_G,2025-11-02 21:17:01.670083,2025-11-11,0.627,0.663,True,3,0.16,0.05,0.14,0.18,90.3,0.83,4.96,ECONOMY,East_Workshop,MORNING
BATCH_2025_000010,TOY_VEH_1491,Train Set,VEHICLES,Team_F,2025-11-02 22:19:02.379352,2025-11-24,0.828,0.819,True,1,0.94,0.8,0.15,0.13,20.0,0.764,3.89,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000506,TOY_EDU_2717,Robot Kit,EDUCATIONAL,Team_D,2025-11-02 23:19:52.786318,2025-10-31,0.758,0.859,True,3,1.92,0.21,0.31,0.04,114.5,0.556,4.17,STANDARD,South_Workshop,MORNING
BATCH_2025_000815,TOY_VEH_1704,Train Set,VEHICLES,Team_J,2025-11-03 00:37:26.591074,2025-11-03,0.851,0.974,True,0,1.11,0.65,0.02,0.27,91.1,0.62,4.86,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000271,TOY_VEH_6295,Toy Airplane,VEHICLES,Team_D,2025-11-03 01:57:25.851056,2025-11-17,0.949,0.943,True,0,1.04,0.76,0.28,0.04,36.4,0.501,2.59,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000037,TOY_VEH_3101,Hot Wheels Track,VEHICLES,Team_F,2025-11-03 02:47:28.990623,2025-10-27,0.865,0.848,True,0,1.94,0.68,0.38,0.17,46.4,0.992,1.63,PREMIUM,East_Workshop,MORNING
BATCH_2025_000377,TOY_GAM_1385,Chess Set,GAMES,Team_E,2025-11-03 03:54:29.876492,2025-11-16,0.813,0.88,True,3,0.98,0.14,0.43,0.25,58.2,0.572,2.06,STANDARD,South_Workshop,MORNING
BATCH_2025_000986,TOY_EDU_2851,Coding Game,EDUCATIONAL,Team_I,2025-11-03 04:45:23.880224,2025-11-19,0.964,0.987,True,0,1.72,0.68,0.06,0.07,97.6,0.805,4.45,PREMIUM,South_Workshop,MORNING
BATCH_2025_000477,TOY_BUI_1513,K'NEX Set,BUILDING,Team_J,2025-11-03 05:16:50.665660,2025-11-09,0.941,0.971,True,0,1.6,0.09,0.44,0.24,94.2,0.996,3.68,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000864,TOY_DOL_7632,American Girl Doll,DOLLS,Team_I,2025-11-03 05:43:38.439291,2025-11-03,0.762,0.686,True,0,0.85,0.44,0.32,0.16,72.8,0.73,1.13,STANDARD,West_Workshop,NIGHT
BATCH_2025_000796,TOY_VEH_4416,Toy Airplane,VEHICLES,Team_D,2025-11-03 06:21:49.590481,2025-11-12,0.995,0.814,True,0,1.5,0.13,0.31,0.0,84.1,0.505,1.63,PREMIUM,East_Workshop,MORNING
BATCH_2025_000158,TOY_BUI_5142,Wooden Block Set,BUILDING,Team_A,2025-11-03 07:15:05.755772,2025-11-16,0.8,0.781,True,2,1.95,0.06,0.32,0.14,59.0,0.896,1.36,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000213,TOY_VEH_6959,Train Set,VEHICLES,Team_A,2025-11-03 07:40:16.188355,2025-11-23,0.679,0.746,True,1,1.23,0.5,0.5,0.14,42.9,0.638,1.25,ECONOMY,West_Workshop,MORNING
BATCH_2025_000166,TOY_DOL_2223,Barbie Dreamhouse,DOLLS,Team_F,2025-11-03 09:00:45.093596,2025-11-12,0.861,0.933,True,0,0.2,0.9,0.18,0.19,89.1,0.878,3.53,PREMIUM,East_Workshop,AFTERNOON
BATCH_2025_000490,TOY_VEH_3367,Toy Airplane,VEHICLES,Team_E,2025-11-03 09:15:18.705519,2025-10-29,1.065,0.988,True,0,1.91,0.06,0.21,0.3,42.3,0.871,4.08,PREMIUM,West_Workshop,NIGHT
BATCH_2025_000764,TOY_EDU_5125,Microscope,EDUCATIONAL,Team_F,2025-11-03 10:40:13.515410,2025-11-13,0.765,0.823,True,3,1.94,0.52,0.46,0.07,106.6,0.66,1.3,STANDARD,West_Workshop,MORNING
BATCH_2025_000016,TOY_DOL_1510,Barbie Dreamhouse,DOLLS,Team_B,2025-11-03 11:16:46.713391,2025-10-30,0.669,0.691,True,3,0.28,0.54,0.46,0.17,52.3,0.957,4.14,ECONOMY,East_Workshop,NIGHT
BATCH_2025_000141,TOY_VEH_9887,Hot Wheels Track,VEHICLES,Team_C,2025-11-03 11:24:46.055201,2025-11-16,0.856,0.951,True,1,1.36,0.46,0.33,0.28,114.7,0.957,1.9,STANDARD,East_Workshop,NIGHT
BATCH_2025_000887,TOY_VEH_7739,Train Set,VEHICLES,Team_B,2025-11-03 12:13:36.880244,2025-11-16,0.906,0.957,True,0,1.99,0.56,0.26,0.28,103.0,0.53,0.85,PREMIUM,South_Workshop,NIGHT
BATCH_2025_000906,TOY_GAM_1489,Video Game,GAMES,Team_H,2025-11-03 12:18:46.718727,2025-11-16,0.911,0.935,True,3,1.32,0.83,0.32,0.11,116.6,0.513,0.59,STANDARD,West_Workshop,MORNING
BATCH_2025_000851,TOY_BUI_6221,Magnetic Tiles,BUILDING,Team_H,2025-11-03 12:34:48.689255,2025-11-16,0.816,0.827,True,3,1.45,0.65,0.2,0.14,33.9,0.695,1.71,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000320,TOY_EDU_3587,Chemistry Set,EDUCATIONAL,Team_A,2025-11-03 13:18:05.418878,2025-11-09,1.035,0.999,True,0,1.72,0.43,0.11,0.05,11.9,0.823,1.51,PREMIUM,East_Workshop,NIGHT
BATCH_2025_000999,TOY_DOL_2127,Barbie Dreamhouse,DOLLS,Team_J,2025-11-03 13:27:45.832741,2025-11-11,0.83,0.777,True,0,1.73,0.24,0.12,0.28,76.5,0.832,3.0,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000798,TOY_GAM_3772,Chess Set,GAMES,Team_E,2025-11-03 13:46:58.176341,2025-11-20,0.685,0.7,False,3,0.55,0.06,0.05,0.01,57.3,0.782,4.27,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000193,TOY_DOL_1303,Action Heroes,DOLLS,Team_A,2025-11-03 14:17:21.316652,2025-11-24,0.885,0.858,True,3,0.26,0.16,0.38,0.16,103.0,0.988,2.06,STANDARD,South_Workshop,NIGHT
BATCH_2025_000339,TOY_EDU_8580,Coding Game,EDUCATIONAL,Team_E,2025-11-03 14:46:06.255273,2025-11-19,0.87,0.919,True,1,1.3,0.02,0.34,0.1,119.3,0.735,3.91,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000349,TOY_GAM_8244,Monopoly,GAMES,Team_E,2025-11-03 16:53:01.518427,2025-10-28,0.914,0.858,True,0,1.83,0.72,0.45,0.04,44.3,0.536,0.61,STANDARD,West_Workshop,NIGHT
BATCH_2025_000329,TOY_VEH_8706,Remote Control Car,VEHICLES,Team_I,2025-11-03 17:06:46.404767,2025-10-30,0.838,0.887,True,1,0.14,0.1,0.1,0.07,86.0,0.784,1.42,STANDARD,West_Workshop,NIGHT
BATCH_2025_000027,TOY_VEH_1263,Train Set,VEHICLES,Team_E,2025-11-03 17:12:57.583498,2025-11-20,0.924,0.89,True,3,1.82,0.18,0.42,0.2,79.0,0.644,2.33,STANDARD,West_Workshop,NIGHT
BATCH_2025_000542,TOY_EDU_7570,Microscope,EDUCATIONAL,Team_C,2025-11-03 18:22:44.751951,2025-11-09,0.916,1.034,True,0,0.48,0.42,0.31,0.04,104.8,0.827,1.87,PREMIUM,South_Workshop,NIGHT
BATCH_2025_000430,TOY_GAM_1432,Chess Set,GAMES,Team_J,2025-11-03 19:45:03.014686,2025-11-07,0.921,1.007,True,0,0.41,0.08,0.18,0.18,59.6,0.988,2.34,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000360,TOY_BUI_2730,Wooden Block Set,BUILDING,Team_I,2025-11-03 20:05:20.428849,2025-11-05,0.602,0.689,True,1,0.78,0.86,0.4,0.2,74.4,0.641,1.88,ECONOMY,South_Workshop,AFTERNOON
BATCH_2025_000175,TOY_BUI_1442,LEGO Castle Set,BUILDING,Team_C,2025-11-03 20:28:28.946183,2025-11-03,0.783,0.78,True,3,1.33,0.2,0.39,0.11,24.1,0.538,3.54,STANDARD,East_Workshop,MORNING
BATCH_2025_000098,TOY_GAM_7092,Video Game,GAMES,Team_H,2025-11-03 20:48:09.028589,2025-11-10,0.896,0.908,False,2,0.74,0.85,0.07,0.12,92.3,0.826,1.68,STANDARD,East_Workshop,NIGHT
BATCH_2025_000929,TOY_VEH_4042,Hot Wheels Track,VEHICLES,Team_H,2025-11-03 20:53:22.868792,2025-11-18,0.921,0.901,True,0,0.54,0.13,0.35,0.21,29.7,0.948,0.96,PREMIUM,East_Workshop,AFTERNOON
BATCH_2025_000300,TOY_BUI_7936,K'NEX Set,BUILDING,Team_A,2025-11-03 21:25:35.701797,2025-11-09,0.807,0.694,True,2,0.12,0.49,0.31,0.24,92.0,0.693,1.71,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000988,TOY_BUI_3820,LEGO Castle Set,BUILDING,Team_C,2025-11-03 21:48:55.564614,2025-11-02,0.805,0.824,True,1,1.77,0.31,0.26,0.2,88.8,0.931,1.0,STANDARD,West_Workshop,NIGHT
BATCH_2025_000819,TOY_EDU_7787,Microscope,EDUCATIONAL,Team_E,2025-11-03 21:54:33.712298,2025-11-04,0.616,0.658,True,0,0.97,0.67,0.14,0.29,18.3,0.9,2.17,ECONOMY,North_Workshop,MORNING
BATCH_2025_000429,TOY_GAM_2216,Chess Set,GAMES,Team_F,2025-11-03 23:38:09.333047,2025-11-10,0.751,0.794,True,3,0.57,0.99,0.03,0.29,22.7,0.645,1.94,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000260,TOY_GAM_2467,Video Game,GAMES,Team_C,2025-11-04 00:31:17.383660,2025-11-02,1.064,1.043,True,0,0.21,0.74,0.3,0.09,42.8,0.842,4.73,PREMIUM,North_Workshop,NIGHT
BATCH_2025_000960,TOY_BUI_4859,Wooden Block Set,BUILDING,Team_I,2025-11-04 00:33:56.649702,2025-11-11,0.989,1.055,True,0,1.39,0.91,0.39,0.04,102.4,0.897,2.52,PREMIUM,East_Workshop,MORNING
BATCH_2025_000710,TOY_GAM_9944,Video Game,GAMES,Team_I,2025-11-04 02:13:55.788398,2025-11-01,0.831,0.847,True,3,1.24,0.01,0.38,0.16,35.5,0.956,4.94,STANDARD,East_Workshop,MORNING
BATCH_2025_000700,TOY_VEH_7193,Toy Airplane,VEHICLES,Team_D,2025-11-04 03:22:30.135075,2025-11-19,0.817,0.801,True,3,1.37,0.75,0.39,0.12,105.9,0.669,1.92,STANDARD,South_Workshop,NIGHT
BATCH_2025_000029,TOY_EDU_2389,Coding Game,EDUCATIONAL,Team_B,2025-11-04 03:37:20.477050,2025-10-30,1.039,0.965,True,0,1.13,0.44,0.38,0.09,67.4,0.635,4.74,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000537,TOY_GAM_2037,Monopoly,GAMES,Team_D,2025-11-04 04:04:02.475231,2025-11-15,0.649,0.776,True,0,0.37,0.95,0.24,0.07,101.4,0.716,4.37,ECONOMY,South_Workshop,AFTERNOON
BATCH_2025_000544,TOY_EDU_2367,Coding Game,EDUCATIONAL,Team_A,2025-11-04 05:23:26.659776,2025-11-20,0.935,0.964,True,0,1.73,0.17,0.19,0.19,97.4,0.657,4.26,PREMIUM,East_Workshop,MORNING
BATCH_2025_000060,TOY_BUI_4909,Magnetic Tiles,BUILDING,Team_E,2025-11-04 06:40:33.311647,2025-11-12,0.877,0.887,True,0,1.46,0.13,0.01,0.11,58.7,0.585,3.41,STANDARD,East_Workshop,NIGHT
BATCH_2025_000399,TOY_BUI_5852,LEGO Castle Set,BUILDING,Team_F,2025-11-04 07:42:22.133107,2025-11-13,0.9,0.73,True,2,0.61,0.22,0.18,0.06,20.5,0.94,3.39,STANDARD,South_Workshop,NIGHT
BATCH_2025_000196,TOY_GAM_6727,Video Game,GAMES,Team_I,2025-11-04 08:13:20.015537,2025-11-18,0.888,0.845,True,2,1.9,0.0,0.17,0.23,43.4,0.522,3.28,STANDARD,West_Workshop,MORNING
BATCH_2025_000576,TOY_GAM_9897,Monopoly,GAMES,Team_J,2025-11-04 09:56:24.225384,2025-11-18,0.774,0.732,True,1,1.6,0.93,0.05,0.13,70.6,0.739,2.35,STANDARD,South_Workshop,MORNING
BATCH_2025_000513,TOY_DOL_4460,Action Heroes,DOLLS,Team_A,2025-11-04 10:34:27.160944,2025-11-20,0.855,0.934,True,0,1.8,0.29,0.46,0.16,15.0,0.572,0.93,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000475,TOY_VEH_7026,Toy Airplane,VEHICLES,Team_E,2025-11-04 11:39:01.528740,2025-11-02,0.878,0.848,True,0,1.6,0.36,0.13,0.16,16.3,0.907,4.24,PREMIUM,South_Workshop,NIGHT
BATCH_2025_000354,TOY_DOL_3723,Action Heroes,DOLLS,Team_F,2025-11-04 13:13:13.839682,2025-10-26,0.975,0.952,True,3,1.5,0.99,0.07,0.22,76.0,0.616,3.2,STANDARD,South_Workshop,MORNING
BATCH_2025_000015,TOY_VEH_4630,Remote Control Car,VEHICLES,Team_D,2025-11-04 14:23:10.774699,2025-11-04,0.737,0.72,True,3,0.1,0.81,0.26,0.09,10.0,0.931,1.25,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000691,TOY_GAM_1851,Chess Set,GAMES,Team_G,2025-11-04 14:25:01.844869,2025-10-28,0.769,0.675,True,2,0.83,0.04,0.04,0.21,18.5,0.575,4.49,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000859,TOY_VEH_5366,Train Set,VEHICLES,Team_D,2025-11-04 14:46:03.215228,2025-11-16,0.686,0.846,True,3,1.81,0.24,0.16,0.08,103.2,0.902,0.77,STANDARD,East_Workshop,NIGHT
BATCH_2025_000779,TOY_VEH_9338,Hot Wheels Track,VEHICLES,Team_G,2025-11-04 17:16:26.639473,2025-10-31,0.753,0.83,True,2,0.15,0.96,0.38,0.08,116.5,0.738,1.26,ECONOMY,West_Workshop,AFTERNOON
BATCH_2025_000769,TOY_EDU_4763,Microscope,EDUCATIONAL,Team_D,2025-11-04 17:24:32.308056,2025-11-15,0.903,1.001,True,0,0.97,0.97,0.45,0.19,38.9,0.827,3.41,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000728,TOY_GAM_6607,Chess Set,GAMES,Team_D,2025-11-04 17:45:31.524976,2025-11-18,0.721,0.774,True,2,1.3,0.76,0.1,0.06,78.5,0.94,1.14,ECONOMY,East_Workshop,NIGHT
BATCH_2025_000998,TOY_BUI_3483,Magnetic Tiles,BUILDING,Team_C,2025-11-04 19:12:17.313245,2025-10-28,0.727,0.708,True,0,1.46,0.85,0.34,0.08,20.8,0.644,1.12,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000445,TOY_BUI_4259,K'NEX Set,BUILDING,Team_I,2025-11-04 19:47:59.429450,2025-11-23,0.812,0.8,True,3,1.0,0.37,0.47,0.17,59.4,0.622,4.61,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000042,TOY_BUI_5956,LEGO Castle Set,BUILDING,Team_D,2025-11-04 20:01:08.150512,2025-11-03,0.883,0.944,True,0,1.5,0.54,0.18,0.17,55.5,0.534,2.89,PREMIUM,North_Workshop,AFTERNOON
BATCH_2025_000592,TOY_BUI_7577,LEGO Castle Set,BUILDING,Team_F,2025-11-04 21:26:45.250635,2025-10-31,0.767,0.796,True,2,0.48,0.65,0.04,0.09,94.9,0.58,1.16,STANDARD,South_Workshop,NIGHT
BATCH_2025_000804,TOY_VEH_3684,Toy Airplane,VEHICLES,Team_G,2025-11-04 22:39:42.828383,2025-11-12,0.755,0.89,True,1,0.92,0.59,0.15,0.24,83.5,0.786,3.68,STANDARD,West_Workshop,MORNING
BATCH_2025_000076,TOY_VEH_3097,Remote Control Car,VEHICLES,Team_D,2025-11-05 00:37:36.506740,2025-11-16,0.622,0.796,True,0,1.54,0.69,0.19,0.16,98.9,0.528,2.88,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000374,TOY_GAM_6285,Monopoly,GAMES,Team_D,2025-11-05 00:47:19.059725,2025-11-03,1.068,1.022,True,0,1.33,0.59,0.4,0.21,64.5,0.56,1.96,PREMIUM,West_Workshop,MORNING
BATCH_2025_000706,TOY_DOL_2388,Barbie Dreamhouse,DOLLS,Team_D,2025-11-05 02:09:30.948535,2025-10-30,0.861,0.976,True,0,1.68,0.61,0.3,0.28,62.3,0.671,2.24,PREMIUM,West_Workshop,MORNING
BATCH_2025_000345,TOY_DOL_7498,Action Heroes,DOLLS,Team_D,2025-11-05 02:25:17.143660,2025-10-31,0.712,0.833,True,0,0.3,0.16,0.2,0.27,66.6,0.507,4.75,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000772,TOY_DOL_9455,Baby Doll Set,DOLLS,Team_E,2025-11-05 02:48:33.294889,2025-11-10,0.808,0.798,True,0,1.7,0.58,0.09,0.06,110.2,0.758,2.29,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000483,TOY_GAM_2329,Video Game,GAMES,Team_E,2025-11-05 02:49:27.009090,2025-11-22,0.849,0.807,True,2,0.46,0.13,0.25,0.2,112.3,0.924,2.72,STANDARD,East_Workshop,MORNING
BATCH_2025_000737,TOY_BUI_2311,LEGO Castle Set,BUILDING,Team_I,2025-11-05 02:54:22.593383,2025-11-20,0.865,0.839,True,0,1.18,0.05,0.42,0.15,17.6,0.869,4.44,PREMIUM,East_Workshop,MORNING
BATCH_2025_000504,TOY_BUI_2393,Wooden Block Set,BUILDING,Team_D,2025-11-05 03:16:53.302040,2025-10-31,0.839,0.795,True,0,0.55,0.21,0.05,0.14,30.6,0.973,3.54,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000448,TOY_VEH_5963,Remote Control Car,VEHICLES,Team_J,2025-11-05 04:41:42.981295,2025-10-31,0.886,0.918,False,0,1.38,0.43,0.34,0.03,47.8,0.683,2.22,PREMIUM,West_Workshop,MORNING
BATCH_2025_000359,TOY_GAM_8975,Puzzle 1000pc,GAMES,Team_D,2025-11-05 04:42:26.864781,2025-11-11,0.898,0.958,True,0,0.87,0.95,0.22,0.07,51.6,0.529,1.81,PREMIUM,West_Workshop,AFTERNOON
BATCH_2025_000766,TOY_DOL_4123,American Girl Doll,DOLLS,Team_A,2025-11-05 05:20:17.329025,2025-11-09,0.706,0.628,True,0,1.81,0.42,0.37,0.28,32.6,0.854,2.6,ECONOMY,West_Workshop,MORNING
BATCH_2025_000897,TOY_GAM_7231,Puzzle 1000pc,GAMES,Team_H,2025-11-05 05:30:28.185457,2025-11-11,0.819,0.875,True,1,1.17,0.51,0.47,0.13,110.2,0.808,1.77,STANDARD,East_Workshop,MORNING
BATCH_2025_000573,TOY_DOL_3382,Action Heroes,DOLLS,Team_G,2025-11-05 05:43:48.436331,2025-11-17,0.835,0.901,True,3,0.53,0.47,0.31,0.01,112.9,0.837,1.3,STANDARD,South_Workshop,NIGHT
BATCH_2025_000059,TOY_DOL_9073,American Girl Doll,DOLLS,Team_G,2025-11-05 06:14:38.372990,2025-10-29,0.924,0.9,True,3,1.64,0.8,0.37,0.16,82.1,0.694,3.29,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000642,TOY_VEH_6529,Toy Airplane,VEHICLES,Team_G,2025-11-05 07:38:30.746397,2025-11-15,0.913,0.852,True,3,0.5,0.49,0.12,0.13,74.9,0.769,0.54,STANDARD,North_Workshop,NIGHT
BATCH_2025_000758,TOY_VEH_6807,Remote Control Car,VEHICLES,Team_H,2025-11-05 08:41:03.333270,2025-11-03,0.84,0.854,True,0,1.02,0.42,0.27,0.16,22.7,0.773,1.62,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000927,TOY_VEH_7825,Hot Wheels Track,VEHICLES,Team_C,2025-11-05 08:53:44.002066,2025-11-08,0.769,0.793,True,3,1.49,0.87,0.26,0.04,44.0,0.84,1.28,ECONOMY,North_Workshop,NIGHT
BATCH_2025_000038,TOY_EDU_8728,Microscope,EDUCATIONAL,Team_C,2025-11-05 10:26:53.137830,2025-11-13,0.755,0.806,True,3,0.82,0.38,0.02,0.04,70.1,0.748,1.94,STANDARD,West_Workshop,MORNING
BATCH_2025_000273,TOY_EDU_7627,Chemistry Set,EDUCATIONAL,Team_E,2025-11-05 12:53:59.475089,2025-11-14,0.823,0.69,True,3,1.89,0.31,0.37,0.3,79.9,0.96,3.34,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000118,TOY_EDU_1327,Coding Game,EDUCATIONAL,Team_B,2025-11-05 13:36:57.849142,2025-11-16,0.759,0.875,True,1,0.93,0.0,0.32,0.18,102.9,0.502,3.0,STANDARD,West_Workshop,MORNING
BATCH_2025_000685,TOY_DOL_4300,American Girl Doll,DOLLS,Team_I,2025-11-05 17:32:32.094715,2025-11-09,0.926,0.778,True,1,0.11,0.9,0.26,0.22,40.5,0.556,0.86,STANDARD,East_Workshop,AFTERNOON
BATCH_2025_000733,TOY_BUI_1566,LEGO Castle Set,BUILDING,Team_H,2025-11-05 18:51:00.560612,2025-10-29,0.868,0.996,True,0,0.58,0.79,0.29,0.01,60.9,0.644,3.11,STANDARD,West_Workshop,AFTERNOON
BATCH_2025_000876,TOY_BUI_2077,Wooden Block Set,BUILDING,Team_H,2025-11-05 19:16:54.420725,2025-11-08,0.842,0.777,True,1,0.13,0.84,0.18,0.17,69.6,0.602,2.29,STANDARD,North_Workshop,MORNING
BATCH_2025_000512,TOY_GAM_6445,Monopoly,GAMES,Team_F,2025-11-05 19:25:43.136978,2025-11-01,1.048,0.905,True,0,0.49,0.11,0.1,0.21,35.3,0.746,0.85,PREMIUM,West_Workshop,MORNING
BATCH_2025_000469,TOY_DOL_5746,Action Heroes,DOLLS,Team_G,2025-11-05 20:55:20.126558,2025-10-29,0.714,0.734,True,1,1.64,0.31,0.48,0.17,76.6,0.572,4.66,STANDARD,East_Workshop,MORNING
BATCH_2025_000150,TOY_BUI_6119,Wooden Block Set,BUILDING,Team_H,2025-11-05 21:15:44.239660,2025-10-30,0.84,0.765,True,0,1.04,0.37,0.36,0.17,95.2,0.649,1.77,STANDARD,West_Workshop,MORNING
BATCH_2025_000348,TOY_DOL_2705,Baby Doll Set,DOLLS,Team_A,2025-11-06 00:10:59.096772,2025-10-30,0.725,0.728,True,3,1.49,0.77,0.37,0.22,96.9,0.591,2.25,ECONOMY,North_Workshop,AFTERNOON
BATCH_2025_000837,TOY_BUI_9090,Magnetic Tiles,BUILDING,Team_E,2025-11-06 00:19:45.045332,2025-11-16,0.715,0.861,True,0,0.42,0.46,0.02,0.25,12.8,0.746,0.9,STANDARD,North_Workshop,MORNING
BATCH_2025_000943,TOY_GAM_7982,Video Game,GAMES,Team_H,2025-11-06 01:02:45.754634,2025-11-18,0.839,0.813,True,3,0.42,0.2,0.31,0.29,80.9,0.944,2.98,ECONOMY,West_Workshop,AFTERNOON
BATCH_2025_000333,TOY_VEH_8624,Hot Wheels Track,VEHICLES,Team_B,2025-11-06 01:39:37.801353,2025-11-11,0.863,0.906,True,0,0.89,0.95,0.35,0.03,92.0,0.658,2.54,PREMIUM,South_Workshop,AFTERNOON
BATCH_2025_000269,TOY_BUI_5344,LEGO Castle Set,BUILDING,Team_J,2025-11-06 01:56:57.723471,2025-11-24,0.793,0.938,True,2,0.42,0.81,0.32,0.16,42.9,0.928,3.96,STANDARD,West_Workshop,MORNING
BATCH_2025_000655,TOY_BUI_6107,LEGO Castle Set,BUILDING,Team_A,2025-11-06 02:02:18.196978,2025-11-08,0.865,1.033,True,0,1.27,0.08,0.35,0.24,13.9,0.733,1.14,PREMIUM,West_Workshop,MORNING
BATCH_2025_000484,TOY_GAM_8611,Monopoly,GAMES,Team_I,2025-11-06 02:13:56.043464,2025-11-20,0.82,0.877,True,0,0.86,0.73,0.43,0.03,116.8,0.659,4.81,STANDARD,North_Workshop,MORNING
BATCH_2025_000426,TOY_GAM_5020,Chess Set,GAMES,Team_B,2025-11-06 02:17:43.085840,2025-11-24,1.021,1.054,True,0,1.15,0.35,0.34,0.16,15.4,0.77,1.92,PREMIUM,East_Workshop,AFTERNOON
BATCH_2025_000328,TOY_DOL_9884,American Girl Doll,DOLLS,Team_H,2025-11-06 02:27:36.262204,2025-11-21,0.81,0.872,True,3,0.17,0.63,0.42,0.25,67.6,0.969,4.53,STANDARD,North_Workshop,MORNING
BATCH_2025_000695,TOY_DOL_8891,Baby Doll Set,DOLLS,Team_H,2025-11-06 03:09:27.602019,2025-11-04,0.922,0.817,True,2,1.93,0.51,0.21,0.16,84.9,0.902,4.6,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000711,TOY_EDU_1625,Microscope,EDUCATIONAL,Team_J,2025-11-06 03:14:05.531095,2025-11-24,0.754,0.708,True,2,0.59,0.28,0.23,0.14,49.9,0.636,3.77,STANDARD,West_Workshop,NIGHT
BATCH_2025_000163,TOY_DOL_8807,Barbie Dreamhouse,DOLLS,Team_D,2025-11-06 04:50:42.664190,2025-11-10,0.691,0.756,True,2,0.75,0.5,0.46,0.24,19.3,0.868,2.55,STANDARD,South_Workshop,AFTERNOON
BATCH_2025_000363,TOY_DOL_7007,Baby Doll Set,DOLLS,Team_C,2025-11-06 04:50:52.502408,2025-10-31,0.82,0.849,True,2,0.46,0.6,0.28,0.14,36.0,0.852,0.64,STANDARD,North_Workshop,AFTERNOON
BATCH_2025_000669,TOY_EDU_2861,Robot Kit,EDUCATIONAL,Team_H,2025-11-06 05:21:35.719326,2025-11-01,0.804,0.807,True,3,1.28,0.9,0.01,0.28,94.0,0.976,1.24,STANDARD,West_Workshop,NIGHT
BATCH_2025_000041,TOY_VEH_8845,Train Set,VEHICLES,Team_B,2025-11-06 05:22:10.421636,2025-11-09,0.826,0.801,True,1,1.66,0.89,0.39,0.28,28.1,0.716,3.27,STANDARD,North_Workshop,MORNING
BATCH_2025_000533,TOY_EDU_6357,Microscope,EDUCATIONAL,Team_I,2025-11-06 05:35:12.346374,2025-11-02,0.919,0.842,True,2,1.7,0.86,0.37,0.19,56.9,0.702,1.56,STANDARD,West_Workshop,NIGHT
BATCH_2025_000077,TOY_BUI_1916,Wooden Block Set,BUILDING,Team_F,2025-11-06 06:56:08.353673,2025-11-16,0.932,0.931,True,0,1.84,0.36,0.38,0.15,59.2,0.602,4.15,PREMIUM,South_Workshop,AFTERNOON
