reindeer_id,reindeer_name,timestamp,heart_rate,altitude_feet,speed_mph,body_temperature,hoof_pressure_fl,hoof_pressure_fr,hoof_pressure_rl,hoof_pressure_rr,energy_efficiency,formation_position,cargo_weight_lbs,wind_speed_mph,visibility,aurora_interference,nose_luminosity,flight_status,training_type
RUDOLPH-001,Rudolph,2025-10-26 23:53:30.978487,157,4264.3,70.2,100.9,114,111,114,127,0.818,9,1278,37,0.87,0.64,80.6,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-26 23:54:30.978487,148,4830.4,99.7,99.2,121,111,124,123,0.961,8,2060,42,0.92,0.37,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-26 23:58:30.978487,178,2041.8,66.4,101.7,115,118,111,122,0.833,8,3218,14,0.68,0.74,0.0,FLYING,speed
PRANCER-001,Prancer,2025-10-27 00:02:30.978487,149,4488.8,63.8,99.3,111,128,120,122,0.841,3,3186,18,0.8,0.73,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 00:04:30.978487,66,0.0,0.0,99.8,112,115,113,114,0.769,8,0,3,0.38,0.37,0.0,RESTING,weather
VIXEN-001,Vixen,2025-10-27 00:05:30.978487,179,4930.1,93.2,98.2,112,124,111,125,0.817,4,1147,40,0.95,0.48,0.0,FLYING,navigation
COMET-001,Comet,2025-10-27 00:06:30.978487,147,1712.8,79.1,100.0,115,115,114,125,0.967,5,4065,16,0.47,0.45,0.0,FLYING,speed
DASHER-001,Dasher,2025-10-27 00:08:30.978487,164,2157.0,68.7,98.7,120,118,128,130,0.838,1,4924,12,0.94,0.59,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 00:13:30.978487,69,0.0,0.0,99.2,124,110,119,126,0.943,4,0,31,0.66,0.46,0.0,RESTING,navigation
COMET-001,Comet,2025-10-27 00:14:30.978487,163,4217.8,60.6,100.5,122,126,121,112,0.891,5,4583,20,0.43,0.55,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 00:17:30.978487,178,3538.6,72.6,101.0,123,117,118,115,0.854,3,3039,30,0.52,0.14,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 00:22:30.978487,62,0.0,0.0,101.5,121,127,112,114,0.936,3,0,8,0.32,0.3,0.0,RESTING,speed
COMET-001,Comet,2025-10-27 00:24:30.978487,70,0.0,0.0,101.7,123,116,111,114,0.886,5,0,20,0.83,0.56,0.0,RESTING,formation
DONNER-001,Donner,2025-10-27 00:26:30.978487,81,0.0,0.0,100.9,114,130,123,115,0.94,7,0,46,0.51,0.61,0.0,RESTING,speed
DONNER-001,Donner,2025-10-27 00:27:30.978487,172,2340.9,75.6,98.1,127,120,113,116,0.797,7,1438,14,0.76,0.61,0.0,FLYING,endurance
COMET-001,Comet,2025-10-27 00:28:30.978487,150,4406.7,73.5,98.3,130,112,115,114,0.772,5,4394,11,0.85,0.3,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 00:33:30.978487,174,3153.3,112.2,99.7,125,122,119,110,0.774,2,3387,7,0.67,0.21,0.0,FLYING,weather
DONNER-001,Donner,2025-10-27 00:34:30.978487,140,2222.4,68.0,98.2,122,115,128,126,0.961,7,3039,28,0.75,0.38,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 00:39:30.978487,158,4839.1,98.3,101.8,122,119,113,129,0.85,6,1529,13,0.51,0.14,0.0,FLYING,weather
DONNER-001,Donner,2025-10-27 00:41:30.978487,141,1716.2,71.6,99.2,112,111,119,115,0.891,7,3178,13,0.86,0.09,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 00:46:30.978487,87,0.0,0.0,100.5,114,123,128,129,0.887,2,0,39,0.49,0.55,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 00:48:30.978487,167,1443.6,93.0,99.7,110,115,110,111,0.751,9,4834,12,0.82,0.43,81.1,FLYING,speed
DONNER-001,Donner,2025-10-27 00:53:30.978487,63,0.0,0.0,98.0,130,111,120,115,0.812,7,0,33,0.93,0.44,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 00:56:30.978487,176,4699.6,110.5,101.1,111,111,124,122,0.873,9,2770,10,0.88,0.61,92.3,FLYING,speed
PRANCER-001,Prancer,2025-10-27 00:58:30.978487,172,4971.8,72.4,100.4,122,116,116,125,0.844,3,4059,5,0.65,0.51,0.0,FLYING,weather
PRANCER-001,Prancer,2025-10-27 01:02:30.978487,159,1419.0,86.0,101.9,113,110,112,116,0.786,3,3071,50,0.41,0.72,0.0,FLYING,weather
DANCER-001,Dancer,2025-10-27 01:04:30.978487,154,4396.6,103.9,99.4,115,124,129,112,0.872,2,2332,45,0.96,0.59,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 01:08:30.978487,180,1379.9,62.6,100.9,128,115,110,130,0.957,8,3204,33,0.37,0.52,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 01:10:30.978487,166,2868.4,86.7,98.5,126,113,121,128,0.846,2,4494,34,0.75,0.43,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 01:13:30.978487,81,0.0,0.0,98.1,114,122,122,121,0.91,8,0,25,0.67,0.61,0.0,RESTING,weather
DANCER-001,Dancer,2025-10-27 01:16:30.978487,74,0.0,0.0,98.8,129,126,128,128,0.955,2,0,10,0.54,0.18,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 01:20:30.978487,177,3952.7,113.2,101.4,110,124,118,130,0.859,1,4132,39,0.59,0.47,0.0,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 01:21:30.978487,140,2585.4,61.3,100.2,129,124,119,125,0.809,8,2441,43,0.73,0.46,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 01:24:30.978487,172,1774.2,96.5,101.4,113,123,124,117,0.816,2,2877,33,0.96,0.27,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 01:29:30.978487,174,1427.3,82.8,98.1,119,120,110,129,0.788,9,3621,32,0.86,0.7,95.5,FLYING,navigation
DANCER-001,Dancer,2025-10-27 01:31:30.978487,148,4946.3,69.8,101.8,111,122,122,119,0.877,2,4693,3,0.31,0.44,0.0,FLYING,navigation
COMET-001,Comet,2025-10-27 01:36:30.978487,175,1417.5,73.3,101.5,128,127,116,111,0.826,5,2249,42,0.87,0.44,0.0,FLYING,weather
BLITZEN-001,Blitzen,2025-10-27 01:41:30.978487,87,0.0,0.0,101.0,113,127,121,123,0.976,8,0,15,0.31,0.74,0.0,RESTING,formation
DASHER-001,Dasher,2025-10-27 01:44:30.978487,66,0.0,0.0,98.2,121,122,122,113,0.886,1,0,49,0.72,0.52,0.0,RESTING,endurance
DONNER-001,Donner,2025-10-27 01:47:30.978487,77,0.0,0.0,99.0,128,116,124,127,0.903,7,0,18,0.6,0.46,0.0,RESTING,weather
DASHER-001,Dasher,2025-10-27 01:51:30.978487,142,3123.3,69.7,98.1,130,116,123,121,0.954,1,1503,3,0.46,0.74,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 01:54:30.978487,157,4752.6,83.6,100.7,123,127,122,121,0.788,3,4850,2,0.56,0.63,0.0,FLYING,speed
CUPID-001,Cupid,2025-10-27 01:55:30.978487,170,3445.1,86.2,98.5,123,115,115,115,0.779,6,1032,21,0.47,0.75,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 01:59:30.978487,69,0.0,0.0,99.9,122,119,127,119,0.907,1,0,20,0.56,0.18,0.0,RESTING,formation
PRANCER-001,Prancer,2025-10-27 02:02:30.978487,86,0.0,0.0,101.3,127,117,120,110,0.862,3,0,5,0.98,0.23,0.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 02:04:30.978487,86,0.0,0.0,101.4,129,111,110,117,0.841,2,0,42,0.43,0.07,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 02:08:30.978487,169,3560.4,98.0,100.0,123,118,127,130,0.875,4,2009,39,0.54,0.26,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 02:13:30.978487,78,0.0,0.0,100.7,115,121,114,120,0.773,6,0,7,0.98,0.26,0.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 02:18:30.978487,173,1219.0,115.0,101.4,111,121,119,129,0.771,2,2835,29,0.52,0.38,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 02:20:30.978487,158,2190.3,112.4,98.4,124,113,121,128,0.819,6,4300,36,0.62,0.21,0.0,FLYING,weather
DASHER-001,Dasher,2025-10-27 02:22:30.978487,154,2953.3,92.1,98.8,126,116,123,112,0.951,1,1281,44,0.44,0.66,0.0,FLYING,weather
PRANCER-001,Prancer,2025-10-27 02:27:30.978487,174,1149.7,88.5,101.6,127,112,121,115,0.86,3,2946,12,0.31,0.66,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 02:29:30.978487,159,2253.8,67.3,99.6,116,120,117,125,0.937,6,4212,32,0.34,0.41,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 02:32:30.978487,164,1752.0,76.8,100.0,125,124,122,115,0.886,7,2628,37,0.95,0.79,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 02:34:30.978487,79,0.0,0.0,100.3,122,130,123,118,0.973,7,0,21,0.34,0.47,0.0,RESTING,weather
DASHER-001,Dasher,2025-10-27 02:35:30.978487,77,0.0,0.0,100.4,120,125,117,128,0.754,1,0,14,0.88,0.55,0.0,RESTING,navigation
DANCER-001,Dancer,2025-10-27 02:37:30.978487,173,3161.2,84.6,99.2,119,115,130,119,0.84,2,4015,32,0.84,0.24,0.0,FLYING,weather
CUPID-001,Cupid,2025-10-27 02:41:30.978487,171,3244.2,112.6,99.3,128,121,126,114,0.967,6,4038,7,0.89,0.04,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 02:42:30.978487,180,2851.0,92.3,101.4,114,119,126,127,0.793,8,3492,28,0.93,0.37,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 02:47:30.978487,89,0.0,0.0,99.3,113,118,116,123,0.864,9,0,10,0.67,0.31,99.3,RESTING,weather
DANCER-001,Dancer,2025-10-27 02:48:30.978487,66,0.0,0.0,100.6,116,126,126,120,0.923,2,0,34,0.38,0.07,0.0,RESTING,speed
BLITZEN-001,Blitzen,2025-10-27 02:53:30.978487,161,1319.1,116.7,100.3,110,129,128,130,0.945,8,4413,6,0.61,0.46,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 02:56:30.978487,153,2700.9,85.4,98.9,121,112,130,120,0.921,3,3205,48,0.31,0.58,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 02:59:30.978487,72,0.0,0.0,98.1,113,113,128,117,0.931,4,0,5,0.31,0.77,0.0,RESTING,weather
BLITZEN-001,Blitzen,2025-10-27 03:01:30.978487,147,3585.3,78.9,99.0,123,111,128,111,0.909,8,2343,34,0.86,0.68,0.0,FLYING,endurance
COMET-001,Comet,2025-10-27 03:02:30.978487,169,4517.3,78.0,98.8,112,120,126,125,0.797,5,4102,25,0.4,0.35,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 03:05:30.978487,179,2603.8,74.7,98.2,110,130,120,127,0.824,9,4579,48,0.89,0.34,87.1,FLYING,navigation
BLITZEN-001,Blitzen,2025-10-27 03:08:30.978487,164,1343.8,80.1,101.3,117,128,125,128,0.793,8,2420,50,0.91,0.08,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 03:10:30.978487,172,3453.8,99.6,101.6,125,125,115,124,0.756,7,1648,34,0.72,0.8,0.0,FLYING,formation
DASHER-001,Dasher,2025-10-27 03:14:30.978487,145,1997.5,70.6,99.5,118,118,112,123,0.768,1,4658,6,0.74,0.56,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 03:16:30.978487,166,4272.5,115.1,101.3,111,121,113,111,0.793,6,3294,34,0.3,0.39,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 03:17:30.978487,73,0.0,0.0,98.8,114,126,113,118,0.896,5,0,43,0.49,0.09,0.0,RESTING,weather
CUPID-001,Cupid,2025-10-27 03:19:30.978487,176,4706.3,94.5,101.2,123,125,122,118,0.91,6,4524,42,0.9,0.5,0.0,FLYING,endurance
PRANCER-001,Prancer,2025-10-27 03:24:30.978487,77,0.0,0.0,101.1,118,129,126,124,0.926,3,0,20,0.83,0.28,0.0,RESTING,speed
RUDOLPH-001,Rudolph,2025-10-27 03:27:30.978487,157,2814.7,110.8,101.6,110,130,123,127,0.971,9,1490,50,0.37,0.31,82.5,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 03:28:30.978487,173,1833.1,90.2,101.6,126,125,116,127,0.858,4,3670,47,0.55,0.41,0.0,FLYING,speed
DONNER-001,Donner,2025-10-27 03:30:30.978487,75,0.0,0.0,99.8,118,113,117,110,0.889,7,0,39,0.94,0.75,0.0,RESTING,navigation
RUDOLPH-001,Rudolph,2025-10-27 03:32:30.978487,148,4493.4,118.2,99.6,121,118,115,111,0.962,9,1277,41,0.89,0.69,83.7,FLYING,speed
DASHER-001,Dasher,2025-10-27 03:33:30.978487,140,2424.4,87.7,99.1,118,112,110,111,0.913,1,3026,44,0.71,0.56,0.0,FLYING,endurance
VIXEN-001,Vixen,2025-10-27 03:38:30.978487,71,0.0,0.0,102.0,117,127,130,112,0.764,4,0,30,0.8,0.25,0.0,RESTING,speed
COMET-001,Comet,2025-10-27 03:40:30.978487,175,2862.5,95.2,99.9,122,118,128,123,0.797,5,1726,23,0.35,0.4,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 03:42:30.978487,68,0.0,0.0,101.3,130,116,115,123,0.773,3,0,34,0.88,0.04,0.0,RESTING,speed
DONNER-001,Donner,2025-10-27 03:45:30.978487,143,1396.9,82.9,99.9,114,127,122,124,0.91,7,1695,3,0.95,0.12,0.0,FLYING,endurance
CUPID-001,Cupid,2025-10-27 03:46:30.978487,166,1945.8,113.6,100.9,112,128,121,116,0.844,6,3227,37,0.32,0.27,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 03:51:30.978487,63,0.0,0.0,100.0,114,120,128,110,0.756,6,0,29,0.45,0.37,0.0,RESTING,speed
BLITZEN-001,Blitzen,2025-10-27 03:52:30.978487,62,0.0,0.0,98.4,127,122,128,111,0.921,8,0,30,0.92,0.52,0.0,RESTING,formation
PRANCER-001,Prancer,2025-10-27 03:54:30.978487,85,0.0,0.0,101.3,120,118,123,113,0.98,3,0,7,0.7,0.44,0.0,RESTING,endurance
DASHER-001,Dasher,2025-10-27 03:58:30.978487,149,2225.6,84.4,101.3,119,119,114,115,0.833,1,1380,41,0.58,0.12,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 04:00:30.978487,141,1567.7,104.0,100.3,119,124,125,115,0.836,5,1092,13,0.77,0.34,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 04:03:30.978487,64,0.0,0.0,99.9,112,130,124,129,0.938,2,0,46,0.69,0.78,0.0,RESTING,speed
CUPID-001,Cupid,2025-10-27 04:06:30.978487,147,2436.4,92.4,99.5,114,113,113,128,0.904,6,2309,34,0.71,0.67,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 04:10:30.978487,174,4973.5,102.2,101.5,118,125,127,123,0.932,9,4720,32,0.77,0.1,94.7,FLYING,formation
DASHER-001,Dasher,2025-10-27 04:14:30.978487,169,3000.8,76.2,99.0,126,117,124,127,0.975,1,5000,36,0.38,0.03,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 04:19:30.978487,69,0.0,0.0,98.2,122,128,126,116,0.84,3,0,46,0.74,0.67,0.0,RESTING,navigation
COMET-001,Comet,2025-10-27 04:21:30.978487,142,3039.4,76.2,100.0,113,117,128,126,0.844,5,2123,27,0.43,0.57,0.0,FLYING,endurance
DANCER-001,Dancer,2025-10-27 04:23:30.978487,149,1797.2,103.6,101.5,121,120,110,116,0.925,2,1008,3,0.31,0.44,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 04:25:30.978487,177,4976.3,87.2,98.4,110,110,126,126,0.881,5,4187,36,1.0,0.1,0.0,FLYING,endurance
DASHER-001,Dasher,2025-10-27 04:29:30.978487,90,0.0,0.0,101.4,112,122,128,130,0.785,1,0,15,0.4,0.4,0.0,RESTING,formation
RUDOLPH-001,Rudolph,2025-10-27 04:34:30.978487,142,3308.7,87.6,99.6,127,120,119,127,0.977,9,4895,5,0.96,0.69,94.3,FLYING,weather
BLITZEN-001,Blitzen,2025-10-27 04:38:30.978487,141,2554.0,62.4,101.7,128,126,118,117,0.807,8,1486,6,0.81,0.2,0.0,FLYING,formation
DANCER-001,Dancer,2025-10-27 04:39:30.978487,178,1340.7,65.5,100.2,121,118,120,126,0.783,2,3348,19,0.41,0.01,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 04:40:30.978487,166,2295.8,74.4,99.6,124,120,122,128,0.89,2,2025,18,0.71,0.56,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 04:44:30.978487,61,0.0,0.0,98.4,127,114,118,130,0.916,8,0,8,0.79,0.43,0.0,RESTING,endurance
PRANCER-001,Prancer,2025-10-27 04:49:30.978487,178,3610.5,90.8,101.7,119,110,114,122,0.782,3,3174,22,0.65,0.06,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 04:52:30.978487,152,4158.7,81.5,99.6,115,117,121,124,0.754,3,2206,5,0.41,0.08,0.0,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 04:54:30.978487,144,1428.7,67.0,100.5,130,120,121,128,0.754,9,3726,25,0.38,0.03,88.4,FLYING,formation
PRANCER-001,Prancer,2025-10-27 04:59:30.978487,68,0.0,0.0,99.7,110,111,112,114,0.879,3,0,33,0.4,0.07,0.0,RESTING,endurance
VIXEN-001,Vixen,2025-10-27 05:01:30.978487,180,1508.6,104.1,99.7,121,112,114,110,0.901,4,2083,34,0.8,0.01,0.0,FLYING,formation
CUPID-001,Cupid,2025-10-27 05:05:30.978487,86,0.0,0.0,101.1,118,119,122,111,0.973,6,0,19,0.76,0.72,0.0,RESTING,formation
VIXEN-001,Vixen,2025-10-27 05:09:30.978487,141,2199.4,109.5,98.4,112,120,117,110,0.834,4,3945,47,0.86,0.79,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 05:13:30.978487,71,0.0,0.0,100.2,123,112,125,123,0.873,3,0,10,0.96,0.61,0.0,RESTING,speed
PRANCER-001,Prancer,2025-10-27 05:17:30.978487,166,4947.5,90.6,100.8,122,121,122,114,0.947,3,2130,4,0.97,0.5,0.0,FLYING,formation
RUDOLPH-001,Rudolph,2025-10-27 05:21:30.978487,170,4425.0,76.2,99.9,112,115,128,111,0.897,9,2481,0,0.33,0.78,92.5,FLYING,endurance
COMET-001,Comet,2025-10-27 05:26:30.978487,149,2933.5,78.1,98.5,120,118,116,119,0.762,5,3973,26,0.92,0.6,0.0,FLYING,weather
DANCER-001,Dancer,2025-10-27 05:28:30.978487,70,0.0,0.0,101.2,123,118,129,121,0.788,2,0,16,0.7,0.14,0.0,RESTING,formation
COMET-001,Comet,2025-10-27 05:31:30.978487,179,1351.8,67.4,100.0,116,127,127,112,0.872,5,2898,15,0.3,0.53,0.0,FLYING,speed
VIXEN-001,Vixen,2025-10-27 05:34:30.978487,172,3347.0,77.3,101.2,112,126,126,118,0.885,4,2719,34,0.32,0.32,0.0,FLYING,navigation
CUPID-001,Cupid,2025-10-27 05:35:30.978487,151,4266.2,119.6,98.4,121,119,116,118,0.769,6,3974,11,0.47,0.02,0.0,FLYING,formation
COMET-001,Comet,2025-10-27 05:36:30.978487,155,4804.2,85.4,100.0,113,130,126,122,0.762,5,1239,12,0.41,0.8,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 05:37:30.978487,143,3368.9,96.3,98.3,118,111,110,116,0.818,8,4837,30,0.87,0.19,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 05:38:30.978487,146,3219.1,62.7,101.5,122,114,121,129,0.975,8,1208,46,0.66,0.08,0.0,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 05:42:30.978487,153,2458.6,60.6,101.8,120,117,120,126,0.788,9,1488,1,0.63,0.13,82.4,FLYING,weather
RUDOLPH-001,Rudolph,2025-10-27 05:46:30.978487,143,2886.7,106.8,100.9,124,113,123,113,0.848,9,3263,44,0.66,0.62,92.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 05:48:30.978487,177,3707.4,112.7,100.5,122,118,125,125,0.928,3,3193,12,0.64,0.67,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 05:52:30.978487,151,1424.2,114.2,101.2,127,110,127,121,0.93,7,2906,32,0.32,0.14,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 05:55:30.978487,151,1539.8,112.6,98.6,113,122,128,111,0.932,4,2574,38,0.77,0.31,0.0,FLYING,navigation
COMET-001,Comet,2025-10-27 05:59:30.978487,168,2888.6,83.3,100.7,121,112,123,129,0.909,5,2007,36,0.89,0.73,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 06:01:30.978487,159,3943.2,110.3,101.3,122,112,110,125,0.963,2,1891,12,0.55,0.78,0.0,FLYING,weather
PRANCER-001,Prancer,2025-10-27 06:04:30.978487,66,0.0,0.0,100.8,113,129,127,117,0.883,3,0,18,0.68,0.23,0.0,RESTING,endurance
DASHER-001,Dasher,2025-10-27 06:06:30.978487,89,0.0,0.0,98.4,123,129,112,110,0.823,1,0,14,0.33,0.08,0.0,RESTING,endurance
BLITZEN-001,Blitzen,2025-10-27 06:10:30.978487,164,4054.6,102.9,100.8,122,117,117,129,0.948,8,1953,19,0.68,0.07,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 06:11:30.978487,156,2104.5,89.9,101.1,114,125,126,128,0.931,2,4504,7,0.52,0.2,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 06:14:30.978487,84,0.0,0.0,98.3,124,125,120,113,0.781,2,0,37,0.56,0.45,0.0,RESTING,weather
CUPID-001,Cupid,2025-10-27 06:15:30.978487,180,1619.1,111.2,98.2,129,124,115,117,0.919,6,1077,9,0.51,0.23,0.0,FLYING,navigation
DONNER-001,Donner,2025-10-27 06:18:30.978487,144,2874.3,62.2,99.8,110,124,116,111,0.94,7,2899,7,0.55,0.64,0.0,FLYING,formation
VIXEN-001,Vixen,2025-10-27 06:23:30.978487,171,3890.6,73.0,99.3,117,126,110,115,0.954,4,2214,4,0.89,0.4,0.0,FLYING,navigation
PRANCER-001,Prancer,2025-10-27 06:27:30.978487,156,1648.0,70.4,101.1,122,126,122,114,0.956,3,1761,35,0.66,0.24,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 06:31:30.978487,164,1544.4,86.7,100.7,114,125,112,116,0.967,7,1852,46,0.68,0.74,0.0,FLYING,formation
PRANCER-001,Prancer,2025-10-27 06:35:30.978487,167,1501.5,113.6,100.9,125,129,111,123,0.956,3,3842,1,0.86,0.41,0.0,FLYING,weather
VIXEN-001,Vixen,2025-10-27 06:39:30.978487,82,0.0,0.0,99.3,121,117,118,110,0.83,4,0,1,0.78,0.75,0.0,RESTING,weather
BLITZEN-001,Blitzen,2025-10-27 06:41:30.978487,73,0.0,0.0,101.0,120,129,124,123,0.969,8,0,49,0.31,0.15,0.0,RESTING,navigation
BLITZEN-001,Blitzen,2025-10-27 06:45:30.978487,75,0.0,0.0,100.0,124,125,120,121,0.809,8,0,27,0.9,0.47,0.0,RESTING,endurance
RUDOLPH-001,Rudolph,2025-10-27 06:47:30.978487,75,0.0,0.0,98.8,122,114,124,116,0.791,9,0,45,0.42,0.75,96.9,RESTING,speed
DANCER-001,Dancer,2025-10-27 06:51:30.978487,62,0.0,0.0,101.3,121,130,125,123,0.89,2,0,31,0.37,0.13,0.0,RESTING,navigation
RUDOLPH-001,Rudolph,2025-10-27 06:53:30.978487,175,2155.8,110.2,98.9,121,115,113,123,0.97,9,1032,13,0.71,0.65,88.1,FLYING,speed
PRANCER-001,Prancer,2025-10-27 06:54:30.978487,175,4979.6,119.0,98.1,118,115,122,118,0.864,3,1317,3,0.6,0.02,0.0,FLYING,endurance
BLITZEN-001,Blitzen,2025-10-27 06:58:30.978487,145,4037.9,115.3,99.6,116,124,111,120,0.908,8,4855,2,0.5,0.16,0.0,FLYING,speed
BLITZEN-001,Blitzen,2025-10-27 07:02:30.978487,89,0.0,0.0,99.1,128,117,113,124,0.787,8,0,17,0.85,0.35,0.0,RESTING,speed
DASHER-001,Dasher,2025-10-27 07:07:30.978487,165,4831.6,62.0,101.0,120,118,111,115,0.953,1,3522,46,0.73,0.79,0.0,FLYING,navigation
VIXEN-001,Vixen,2025-10-27 07:08:30.978487,150,1899.5,87.7,102.0,125,115,127,112,0.787,4,3345,7,0.88,0.18,0.0,FLYING,endurance
DONNER-001,Donner,2025-10-27 07:11:30.978487,86,0.0,0.0,99.7,123,124,122,130,0.826,7,0,10,0.62,0.13,0.0,RESTING,navigation
VIXEN-001,Vixen,2025-10-27 07:14:30.978487,177,2059.1,104.9,99.5,124,110,126,127,0.85,4,4342,0,0.59,0.4,0.0,FLYING,navigation
DASHER-001,Dasher,2025-10-27 07:18:30.978487,77,0.0,0.0,98.0,113,128,115,129,0.761,1,0,11,0.84,0.72,0.0,RESTING,navigation
DASHER-001,Dasher,2025-10-27 07:20:30.978487,77,0.0,0.0,100.3,111,128,117,115,0.957,1,0,22,0.97,0.2,0.0,RESTING,speed
PRANCER-001,Prancer,2025-10-27 07:21:30.978487,62,0.0,0.0,98.2,121,130,120,121,0.946,3,0,3,0.38,0.71,0.0,RESTING,speed
COMET-001,Comet,2025-10-27 07:24:30.978487,154,3871.7,113.8,101.4,128,126,127,127,0.816,5,4208,13,0.74,0.6,0.0,FLYING,speed
PRANCER-001,Prancer,2025-10-27 07:26:30.978487,67,0.0,0.0,99.6,115,128,123,114,0.752,3,0,34,0.32,0.45,0.0,RESTING,weather
DANCER-001,Dancer,2025-10-27 07:28:30.978487,90,0.0,0.0,101.2,118,112,115,128,0.763,2,0,49,0.53,0.48,0.0,RESTING,navigation
PRANCER-001,Prancer,2025-10-27 07:33:30.978487,171,1471.6,74.6,99.6,112,125,124,119,0.885,3,2138,10,0.35,0.01,0.0,FLYING,speed
COMET-001,Comet,2025-10-27 07:38:30.978487,161,3265.4,114.1,100.5,113,128,114,115,0.841,5,1311,44,0.46,0.39,0.0,FLYING,speed
PRANCER-001,Prancer,2025-10-27 07:42:30.978487,160,4419.9,76.4,98.6,126,130,122,118,0.838,3,4675,9,0.79,0.71,0.0,FLYING,formation
BLITZEN-001,Blitzen,2025-10-27 07:43:30.978487,177,1914.3,60.3,98.6,127,118,120,114,0.812,8,1782,10,0.79,0.05,0.0,FLYING,speed
CUPID-001,Cupid,2025-10-27 07:46:30.978487,63,0.0,0.0,99.1,114,113,128,130,0.774,6,0,15,0.77,0.04,0.0,RESTING,formation
BLITZEN-001,Blitzen,2025-10-27 07:50:30.978487,148,2043.7,96.3,99.5,118,114,114,112,0.865,8,1967,45,0.87,0.5,0.0,FLYING,navigation
DANCER-001,Dancer,2025-10-27 07:55:30.978487,159,3943.8,118.1,101.1,125,125,111,123,0.863,2,2565,36,0.44,0.17,0.0,FLYING,speed
RUDOLPH-001,Rudolph,2025-10-27 07:57:30.978487,150,1381.1,112.4,99.4,127,119,123,118,0.763,9,3128,21,0.75,0.63,98.9,FLYING,navigation
RUDOLPH-001,Rudolph,2025-10-27 08:02:30.978487,65,0.0,0.0,101.9,120,123,125,114,0.843,9,0,11,0.31,0.41,94.8,RESTING,formation
