event_id,timestamp,child_id,event_type,source_system,event_description,witness_verified,impact_score,nice_score_delta,running_score,percentile_rank,gift_tier_recommendation,special_badge,location_country,age_group,privacy_consent,data_quality_score
EVT_2025_0000000511,2025-10-30 11:52:50.235407,CH_LC_69247,SHARING,SMART_TOY_TELEMETRY,sharing observed,False,1.7,1.7,51.7,5.6,BASIC,,Honduras,6-8,True,0.75
EVT_2025_0000000065,2025-10-30 12:07:57.268812,CH_ML_73528,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.1,4.1,54.1,30.8,BASIC,KINDNESS_STAR,American Samoa,12-14,True,0.79
EVT_2025_0000000242,2025-10-30 12:33:17.402336,CH_BZ_59251,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,False,1.4,1.4,51.4,28.3,BASIC,,Bahrain,6-8,True,0.86
EVT_2025_0000000975,2025-10-30 12:44:23.930571,CH_NG_42794,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,1.0,1.0,51.0,54.0,BASIC,,British Virgin Islands,3-5,True,0.75
EVT_2025_0000000200,2025-10-30 14:23:05.994725,CH_FI_43906,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,1.7,1.7,51.7,24.6,BASIC,,Liechtenstein,9-11,True,0.92
EVT_2025_0000000946,2025-10-30 15:17:49.085119,CH_IT_76742,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,2.0,2.0,52.0,8.5,BASIC,,Palestinian Territory,9-11,True,0.75
EVT_2025_0000000291,2025-10-30 16:07:44.258198,CH_JP_19398,HOMEWORK_COMPLETE,MALL_SANTA_NETWORK,homework complete observed,True,1.3,1.3,51.3,49.2,BASIC,,Germany,9-11,True,0.84
EVT_2025_0000000560,2025-10-30 16:44:47.626547,CH_ZM_12888,SHARING,SMART_TOY_TELEMETRY,sharing observed,True,2.0,2.0,52.0,2.1,BASIC,,Western Sahara,9-11,True,0.82
EVT_2025_0000000152,2025-10-30 16:53:05.851662,CH_TW_76860,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,1.2,1.2,51.2,5.0,BASIC,,Trinidad and Tobago,9-11,True,0.72
EVT_2025_0000000641,2025-10-30 17:14:55.875927,CH_ML_59048,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.8,4.8,54.8,1.5,BASIC,KINDNESS_STAR,Cote d'Ivoire,12-14,True,0.84
EVT_2025_0000000851,2025-10-30 17:50:49.511518,CH_GH_77949,TANTRUM,ELF_SURVEILLANCE,tantrum observed,True,2.7,-2.7,47.3,64.3,BASIC,,Canada,3-5,True,0.88
EVT_2025_0000000012,2025-10-30 18:03:10.057262,CH_GQ_84567,HELPING_OTHERS,PARENT_PORTAL,helping others observed,True,3.7,3.7,53.7,17.1,BASIC,,Saint Vincent and the Grenadines,9-11,True,0.79
EVT_2025_0000000079,2025-10-30 18:33:31.574919,CH_HN_29139,HELPING_OTHERS,ELF_SURVEILLANCE,helping others observed,True,3.6,3.6,53.6,43.2,BASIC,,Saint Barthelemy,9-11,True,0.78
EVT_2025_0000000933,2025-10-30 19:33:02.136322,CH_CO_70574,LYING,TEACHER_REPORT,lying observed,True,2.2,-2.2,47.8,55.1,BASIC,,Haiti,12-14,True,0.95
EVT_2025_0000000289,2025-10-30 19:48:53.924161,CH_KG_22534,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,4.8,4.8,54.8,94.6,BASIC,KINDNESS_STAR,Anguilla,3-5,True,0.81
EVT_2025_0000000330,2025-10-30 20:39:11.071689,CH_AT_60711,TANTRUM,PARENT_PORTAL,tantrum observed,False,1.9,-1.9,48.1,87.8,BASIC,,Tuvalu,9-11,True,0.83
EVT_2025_0000000457,2025-10-30 20:51:50.543207,CH_TR_18157,SHARING,MALL_SANTA_NETWORK,sharing observed,True,1.6,1.6,51.6,17.7,BASIC,,Brunei Darussalam,3-5,True,0.77
EVT_2025_0000000941,2025-10-30 21:43:45.293850,CH_AG_62976,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,1.5,1.5,51.5,52.6,BASIC,,Syrian Arab Republic,9-11,True,0.75
EVT_2025_0000000483,2025-10-30 21:47:39.910948,CH_BA_20138,HELPING_OTHERS,PARENT_PORTAL,helping others observed,False,4.0,4.0,54.0,54.2,BASIC,,Jersey,6-8,True,0.85
EVT_2025_0000000783,2025-10-30 22:05:45.698778,CH_VU_77885,SHARING,PARENT_PORTAL,sharing observed,True,2.6,2.6,52.6,90.6,BASIC,,Kyrgyz Republic,3-5,True,0.83
EVT_2025_0000000952,2025-10-30 22:20:03.344001,CH_MR_91529,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,0.6,0.6,50.6,22.7,BASIC,,Namibia,3-5,True,0.89
EVT_2025_0000000040,2025-10-30 22:57:23.843546,CH_BS_92843,HOMEWORK_COMPLETE,TEACHER_REPORT,homework complete observed,True,2.0,2.0,52.0,53.5,BASIC,,Gabon,12-14,True,0.8
EVT_2025_0000000273,2025-10-30 23:20:58.729367,CH_DO_39967,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,4.7,4.7,54.7,80.4,BASIC,KINDNESS_STAR,Netherlands Antilles,3-5,True,0.95
EVT_2025_0000000456,2025-10-31 00:42:25.784784,CH_PG_87558,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,True,1.8,1.8,51.8,57.8,BASIC,,South Georgia and the South Sandwich Islands,6-8,True,0.86
EVT_2025_0000000327,2025-10-31 01:52:15.303954,CH_RO_61480,SHARING,ELF_SURVEILLANCE,sharing observed,True,2.7,2.7,52.7,81.2,BASIC,,Bhutan,3-5,True,0.9
EVT_2025_0000000643,2025-10-31 02:19:28.143632,CH_NA_65511,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,4.2,4.2,54.2,43.5,BASIC,KINDNESS_STAR,Gibraltar,6-8,True,0.76
EVT_2025_0000000004,2025-10-31 02:31:22.263608,CH_HR_94217,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,2.0,2.0,52.0,59.2,BASIC,,Portugal,9-11,True,0.8
EVT_2025_0000000760,2025-10-31 06:56:28.066851,CH_NI_53025,HELPING_OTHERS,MALL_SANTA_NETWORK,helping others observed,True,2.6,2.6,52.6,9.5,BASIC,,Gibraltar,6-8,True,0.76
EVT_2025_0000000644,2025-10-31 07:07:40.960115,CH_IS_49420,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,4.3,4.3,54.3,26.6,BASIC,KINDNESS_STAR,Chad,9-11,True,0.86
EVT_2025_0000000518,2025-10-31 07:24:02.948452,CH_HU_75774,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,False,0.8,0.8,50.8,21.4,BASIC,,Faroe Islands,12-14,True,0.86
EVT_2025_0000000193,2025-10-31 07:26:39.765476,CH_CU_11393,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,3.2,3.2,53.2,5.0,BASIC,KINDNESS_STAR,San Marino,9-11,True,0.83
EVT_2025_0000000168,2025-10-31 08:32:29.056071,CH_CM_74641,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,1.9,1.9,51.9,43.1,BASIC,,Lebanon,9-11,True,0.74
EVT_2025_0000000751,2025-10-31 10:08:57.603791,CH_NL_28648,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,4.6,4.6,54.6,50.8,BASIC,KINDNESS_STAR,Iraq,3-5,True,0.76
EVT_2025_0000000074,2025-10-31 10:58:46.745072,CH_SN_68866,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,1.2,1.2,51.2,63.6,BASIC,,Sao Tome and Principe,12-14,True,0.98
EVT_2025_0000000982,2025-10-31 11:38:06.108459,CH_MY_50828,HELPING_OTHERS,SMART_TOY_TELEMETRY,helping others observed,True,2.8,2.8,52.8,84.1,BASIC,,Cape Verde,6-8,True,0.75
EVT_2025_0000000470,2025-10-31 13:35:59.276477,CH_RW_15408,HELPING_OTHERS,ELF_SURVEILLANCE,helping others observed,True,2.7,2.7,52.7,50.2,BASIC,,Bangladesh,12-14,True,0.75
EVT_2025_0000000771,2025-10-31 13:53:13.778309,CH_CD_10610,LYING,SMART_TOY_TELEMETRY,lying observed,True,3.1,-3.1,46.9,60.6,BASIC,,Western Sahara,12-14,True,0.84
EVT_2025_0000000288,2025-10-31 14:17:00.125295,CH_SR_37832,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,3.0,3.0,53.0,3.0,BASIC,,Bahamas,9-11,True,0.81
EVT_2025_0000000823,2025-10-31 15:49:12.091203,CH_KP_68538,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,1.3,1.3,51.3,45.2,BASIC,,Australia,9-11,True,0.8
EVT_2025_0000000050,2025-10-31 15:52:13.735893,CH_UZ_17516,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,3.0,3.0,53.0,39.4,BASIC,,United States Minor Outlying Islands,6-8,True,0.75
EVT_2025_0000000877,2025-10-31 17:02:54.532342,CH_VE_67898,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,False,1.3,1.3,51.3,44.9,BASIC,,Montserrat,3-5,True,0.82
EVT_2025_0000000277,2025-10-31 17:12:16.556716,CH_VE_20123,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,False,0.8,0.8,50.8,11.8,BASIC,,Cyprus,12-14,True,0.97
EVT_2025_0000000997,2025-10-31 17:56:18.004568,CH_KR_24918,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,3.7,3.7,53.7,94.4,BASIC,KINDNESS_STAR,Albania,12-14,True,0.81
EVT_2025_0000000535,2025-11-01 00:36:51.140888,CH_BO_71051,TANTRUM,SMART_TOY_TELEMETRY,tantrum observed,True,1.2,-1.2,48.8,77.1,BASIC,,Belize,12-14,True,0.76
EVT_2025_0000000807,2025-11-01 00:49:50.857900,CH_SO_81208,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,1.4,1.4,51.4,17.5,BASIC,,Heard Island and McDonald Islands,6-8,True,0.76
EVT_2025_0000000188,2025-11-01 01:05:12.063129,CH_PT_79637,HELPING_OTHERS,SMART_TOY_TELEMETRY,helping others observed,True,2.9,2.9,52.9,83.8,BASIC,,Martinique,6-8,True,0.83
EVT_2025_0000000647,2025-11-01 01:37:42.831435,CH_CH_83357,LYING,MALL_SANTA_NETWORK,lying observed,True,3.0,-3.0,47.0,64.5,BASIC,,New Zealand,3-5,True,0.88
EVT_2025_0000000926,2025-11-01 02:28:19.920475,CH_NE_20598,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,1.2,1.2,51.2,32.1,BASIC,,Uruguay,6-8,True,0.8
EVT_2025_0000000994,2025-11-01 03:14:39.089833,CH_SY_21631,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,False,1.3,1.3,51.3,95.1,BASIC,,Bhutan,12-14,True,0.77
EVT_2025_0000000290,2025-11-01 03:29:57.331747,CH_NO_72132,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,2.9,2.9,52.9,72.7,BASIC,,Guyana,3-5,True,0.76
EVT_2025_0000000576,2025-11-01 03:47:28.538149,CH_SB_21826,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,1.2,1.2,51.2,28.4,BASIC,,Madagascar,3-5,True,0.78
EVT_2025_0000000884,2025-11-01 04:15:51.052955,CH_SZ_18393,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,3.0,3.0,53.0,99.2,BASIC,,Timor-Leste,12-14,True,0.76
EVT_2025_0000000455,2025-11-01 05:07:19.526211,CH_OM_44801,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,4.3,4.3,54.3,95.3,BASIC,KINDNESS_STAR,Peru,12-14,True,0.83
EVT_2025_0000000791,2025-11-01 05:39:00.602841,CH_BD_35306,SHARING,TEACHER_REPORT,sharing observed,True,1.6,1.6,51.6,68.0,BASIC,,Ecuador,12-14,True,0.72
EVT_2025_0000000476,2025-11-01 05:45:44.398074,CH_TT_34410,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.9,4.9,54.9,16.5,BASIC,KINDNESS_STAR,Zambia,3-5,True,0.97
EVT_2025_0000000088,2025-11-01 06:00:29.095052,CH_SY_25099,HELPING_OTHERS,SMART_TOY_TELEMETRY,helping others observed,False,2.7,2.7,52.7,38.7,BASIC,,Ethiopia,6-8,True,0.76
EVT_2025_0000000945,2025-11-01 06:15:08.865329,CH_MC_34513,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,0.8,0.8,50.8,61.7,BASIC,,Ghana,9-11,True,0.75
EVT_2025_0000000482,2025-11-01 06:22:33.391865,CH_BF_72710,CHORES_DONE,ELF_SURVEILLANCE,chores done observed,True,1.2,1.2,51.2,78.0,BASIC,,Palau,12-14,True,0.9
EVT_2025_0000000434,2025-11-01 06:49:54.756640,CH_RS_49940,SHARING,TEACHER_REPORT,sharing observed,True,2.6,2.6,52.6,9.7,BASIC,,Guadeloupe,6-8,True,0.95
EVT_2025_0000000981,2025-11-01 08:18:27.741045,CH_GB_34287,TANTRUM,PARENT_PORTAL,tantrum observed,True,2.1,-2.1,47.9,69.1,BASIC,,Canada,12-14,True,0.74
EVT_2025_0000000622,2025-11-01 11:03:30.298699,CH_GM_30739,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,False,1.0,1.0,51.0,38.9,BASIC,,French Polynesia,6-8,True,0.77
EVT_2025_0000000619,2025-11-01 11:10:06.756024,CH_AF_62956,SHARING,PARENT_PORTAL,sharing observed,False,2.6,2.6,52.6,46.1,BASIC,,Palau,3-5,True,0.71
EVT_2025_0000000442,2025-11-01 11:22:17.790642,CH_VE_36758,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,1.6,1.6,51.6,66.9,BASIC,,French Southern Territories,12-14,True,0.86
EVT_2025_0000000817,2025-11-01 12:33:21.523165,CH_ZW_67903,HELPING_OTHERS,TEACHER_REPORT,helping others observed,True,3.9,3.9,53.9,24.2,BASIC,,Peru,6-8,True,0.8
EVT_2025_0000000285,2025-11-01 13:27:49.868506,CH_ME_44170,SHARING,PARENT_PORTAL,sharing observed,True,1.2,1.2,51.2,37.5,BASIC,,Netherlands Antilles,6-8,True,0.85
EVT_2025_0000000570,2025-11-01 14:53:13.503971,CH_TT_89688,TANTRUM,ELF_SURVEILLANCE,tantrum observed,True,1.2,-1.2,48.8,17.2,BASIC,,Tunisia,12-14,True,0.95
EVT_2025_0000000753,2025-11-01 15:00:41.560590,CH_CU_84170,CHORES_DONE,PARENT_PORTAL,chores done observed,False,1.5,1.5,51.5,4.9,BASIC,,Thailand,9-11,True,0.96
EVT_2025_0000000839,2025-11-01 15:21:08.015126,CH_VU_44435,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.2,1.2,51.2,88.9,BASIC,,Brazil,6-8,True,0.7
EVT_2025_0000000261,2025-11-01 15:22:38.625730,CH_SR_80417,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,5.0,5.0,55.0,25.7,BASIC,KINDNESS_STAR,Guatemala,3-5,True,0.76
EVT_2025_0000000867,2025-11-01 15:56:13.390524,CH_JP_72334,SHARING,ELF_SURVEILLANCE,sharing observed,True,1.4,1.4,51.4,68.5,BASIC,,Uruguay,9-11,True,0.86
EVT_2025_0000000165,2025-11-01 16:38:20.919090,CH_TZ_56598,SHARING,MALL_SANTA_NETWORK,sharing observed,False,2.2,2.2,52.2,87.5,BASIC,,Botswana,3-5,True,0.84
EVT_2025_0000000525,2025-11-01 16:58:45.354778,CH_FJ_55376,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,False,1.0,1.0,51.0,19.9,BASIC,,Myanmar,6-8,True,0.91
EVT_2025_0000000584,2025-11-01 17:04:30.896183,CH_LR_71617,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,1.7,1.7,51.7,88.8,BASIC,,Brazil,6-8,True,0.81
EVT_2025_0000000389,2025-11-01 17:26:14.267073,CH_RS_53326,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.7,1.7,51.7,16.3,BASIC,,Svalbard & Jan Mayen Islands,3-5,True,0.84
EVT_2025_0000000244,2025-11-01 17:32:53.640135,CH_CA_94115,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,False,2.1,2.1,52.1,50.7,BASIC,,Solomon Islands,3-5,True,0.8
EVT_2025_0000000969,2025-11-01 17:37:02.060414,CH_SM_49440,HELPING_OTHERS,PARENT_PORTAL,helping others observed,False,2.7,2.7,52.7,11.6,BASIC,,Andorra,3-5,True,0.74
EVT_2025_0000000010,2025-11-01 17:51:20.224190,CH_ET_13722,HELPING_OTHERS,PARENT_PORTAL,helping others observed,False,2.2,2.2,52.2,90.6,BASIC,,Sri Lanka,9-11,True,0.85
EVT_2025_0000000145,2025-11-01 18:16:19.946324,CH_BG_65931,TANTRUM,TEACHER_REPORT,tantrum observed,True,1.4,-1.4,48.6,25.5,BASIC,,Gibraltar,12-14,True,0.83
EVT_2025_0000000201,2025-11-01 19:05:27.438341,CH_NE_10396,HOMEWORK_COMPLETE,TEACHER_REPORT,homework complete observed,True,1.8,1.8,51.8,74.2,BASIC,,Germany,12-14,True,0.77
EVT_2025_0000000348,2025-11-01 19:30:46.015819,CH_AL_77132,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,False,1.2,1.2,51.2,57.9,BASIC,,Namibia,3-5,True,0.8
EVT_2025_0000000163,2025-11-01 21:21:53.617064,CH_GA_67093,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,0.6,0.6,50.6,48.0,BASIC,,Cuba,12-14,True,0.91
EVT_2025_0000000732,2025-11-01 22:02:26.985242,CH_SK_40993,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,2.0,2.0,52.0,41.2,BASIC,,Nauru,9-11,True,0.9
EVT_2025_0000000992,2025-11-01 22:49:17.533889,CH_CL_94315,LYING,TEACHER_REPORT,lying observed,True,3.4,-3.4,46.6,25.5,BASIC,,Antarctica (the territory South of 60 deg S),6-8,True,0.88
EVT_2025_0000000882,2025-11-01 23:00:42.462250,CH_SL_97201,TANTRUM,TEACHER_REPORT,tantrum observed,True,1.5,-1.5,48.5,8.0,BASIC,,Canada,9-11,True,0.87
EVT_2025_0000000447,2025-11-02 01:33:19.938403,CH_KH_90030,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,3.7,3.7,53.7,56.8,BASIC,KINDNESS_STAR,Finland,9-11,True,0.82
EVT_2025_0000000385,2025-11-02 02:49:57.808827,CH_SO_58314,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,False,1.4,1.4,51.4,34.4,BASIC,,Zimbabwe,12-14,True,0.86
EVT_2025_0000000177,2025-11-02 03:27:36.660040,CH_OM_49868,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,1.8,1.8,51.8,71.6,BASIC,,Paraguay,9-11,True,0.77
EVT_2025_0000000517,2025-11-02 03:49:13.608030,CH_LS_37005,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,1.5,1.5,51.5,95.3,BASIC,,Ghana,9-11,True,0.98
EVT_2025_0000000563,2025-11-02 04:01:08.182127,CH_CR_52175,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,False,1.8,1.8,51.8,95.8,BASIC,,Netherlands Antilles,6-8,True,0.85
EVT_2025_0000000314,2025-11-02 04:18:53.015606,CH_SK_63456,SHARING,MALL_SANTA_NETWORK,sharing observed,True,2.5,2.5,52.5,73.8,BASIC,,Tuvalu,3-5,True,0.75
EVT_2025_0000000097,2025-11-02 04:52:01.598190,CH_FM_75921,LYING,ELF_SURVEILLANCE,lying observed,True,2.2,-2.2,47.8,28.4,BASIC,,Switzerland,9-11,True,0.96
EVT_2025_0000000479,2025-11-02 05:20:35.955126,CH_CI_68778,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,0.9,0.9,50.9,84.9,BASIC,,Libyan Arab Jamahiriya,9-11,True,0.73
EVT_2025_0000000642,2025-11-02 05:34:40.045722,CH_LB_44581,SHARING,MALL_SANTA_NETWORK,sharing observed,True,2.4,2.4,52.4,67.2,BASIC,,Tanzania,3-5,True,0.97
EVT_2025_0000000797,2025-11-02 06:51:46.811036,CH_CI_88011,HOMEWORK_COMPLETE,SMART_TOY_TELEMETRY,homework complete observed,True,1.9,1.9,51.9,1.2,BASIC,,Equatorial Guinea,6-8,True,0.84
EVT_2025_0000000964,2025-11-02 06:54:35.018993,CH_TD_28361,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,1.7,1.7,51.7,21.1,BASIC,,Denmark,9-11,True,0.85
EVT_2025_0000000063,2025-11-02 06:56:39.415243,CH_SB_33523,HOMEWORK_COMPLETE,TEACHER_REPORT,homework complete observed,False,1.6,1.6,51.6,38.7,BASIC,,British Virgin Islands,6-8,True,0.97
EVT_2025_0000000844,2025-11-02 07:23:48.341681,CH_US_64781,SHARING,SMART_TOY_TELEMETRY,sharing observed,True,2.5,2.5,52.5,47.0,BASIC,,Sweden,12-14,True,0.73
EVT_2025_0000000654,2025-11-02 07:24:46.932065,CH_CD_32378,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,3.2,3.2,53.2,4.2,BASIC,KINDNESS_STAR,Spain,6-8,True,0.84
EVT_2025_0000000775,2025-11-02 07:50:34.689243,CH_IQ_77920,SHARING,TEACHER_REPORT,sharing observed,True,2.6,2.6,52.6,8.7,BASIC,,Georgia,12-14,True,0.88
EVT_2025_0000000116,2025-11-02 08:23:35.135818,CH_IR_65644,CHORES_DONE,PARENT_PORTAL,chores done observed,True,0.8,0.8,50.8,43.6,BASIC,,Hungary,6-8,True,0.7
EVT_2025_0000000805,2025-11-02 08:26:56.229957,CH_ME_38449,CHORES_DONE,PARENT_PORTAL,chores done observed,True,1.9,1.9,51.9,50.0,BASIC,,Heard Island and McDonald Islands,6-8,True,0.79
EVT_2025_0000000666,2025-11-02 09:35:32.245260,CH_RW_34727,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,4.3,4.3,54.3,12.3,BASIC,KINDNESS_STAR,Hungary,12-14,True,0.75
EVT_2025_0000000432,2025-11-02 10:07:32.223530,CH_DK_79078,HELPING_OTHERS,ELF_SURVEILLANCE,helping others observed,False,2.5,2.5,52.5,70.1,BASIC,,Saint Barthelemy,9-11,True,0.94
EVT_2025_0000000806,2025-11-02 11:57:35.790553,CH_IL_28112,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,4.6,4.6,54.6,52.1,BASIC,KINDNESS_STAR,New Caledonia,3-5,True,0.78
EVT_2025_0000000765,2025-11-02 12:40:58.200879,CH_LV_85576,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,4.8,4.8,54.8,82.8,BASIC,KINDNESS_STAR,Iceland,12-14,True,0.96
EVT_2025_0000000307,2025-11-02 13:06:55.373100,CH_LK_60692,KINDNESS_ACT,SMART_TOY_TELEMETRY,kindness act observed,True,4.2,4.2,54.2,9.8,BASIC,KINDNESS_STAR,Falkland Islands (Malvinas),6-8,True,0.83
EVT_2025_0000000934,2025-11-02 13:49:29.861940,CH_GN_50235,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,1.9,1.9,51.9,17.0,BASIC,,Ghana,6-8,True,0.8
EVT_2025_0000000061,2025-11-02 13:51:21.803740,CH_QA_24667,KINDNESS_ACT,ELF_SURVEILLANCE,kindness act observed,True,2.5,2.5,52.5,52.3,BASIC,,Iran,12-14,True,0.95
EVT_2025_0000000506,2025-11-02 13:53:03.212340,CH_CG_49391,SHARING,PARENT_PORTAL,sharing observed,False,2.9,2.9,52.9,73.1,BASIC,,China,9-11,True,0.94
EVT_2025_0000000599,2025-11-02 14:28:12.038830,CH_SD_69523,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,True,3.2,3.2,53.2,40.3,BASIC,KINDNESS_STAR,Belize,3-5,True,0.73
EVT_2025_0000000267,2025-11-02 14:30:51.402359,CH_SD_69519,HOMEWORK_COMPLETE,TEACHER_REPORT,homework complete observed,True,1.9,1.9,51.9,72.7,BASIC,,Kuwait,3-5,True,0.94
EVT_2025_0000000019,2025-11-02 14:30:56.618454,CH_BH_41034,HOMEWORK_COMPLETE,ELF_SURVEILLANCE,homework complete observed,True,1.8,1.8,51.8,81.9,BASIC,,Turkey,3-5,True,0.92
EVT_2025_0000000251,2025-11-02 15:51:12.263986,CH_SZ_50466,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,True,2.6,2.6,52.6,86.0,BASIC,,Argentina,6-8,True,0.95
EVT_2025_0000000099,2025-11-02 15:56:24.353178,CH_GD_43721,CHORES_DONE,TEACHER_REPORT,chores done observed,True,1.8,1.8,51.8,51.1,BASIC,,Barbados,6-8,True,0.95
EVT_2025_0000000951,2025-11-02 16:02:15.459283,CH_AO_80295,SHARING,ELF_SURVEILLANCE,sharing observed,True,1.3,1.3,51.3,30.7,BASIC,,Tuvalu,12-14,True,0.96
EVT_2025_0000000051,2025-11-02 16:50:07.339284,CH_GW_78722,LYING,MALL_SANTA_NETWORK,lying observed,True,3.5,-3.5,46.5,46.2,BASIC,,United Kingdom,6-8,True,0.97
EVT_2025_0000000913,2025-11-02 16:56:08.551360,CH_TR_59185,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,False,1.5,1.5,51.5,55.2,BASIC,,Greenland,6-8,True,0.73
EVT_2025_0000000441,2025-11-02 16:59:51.381837,CH_PL_66507,CHORES_DONE,SMART_TOY_TELEMETRY,chores done observed,True,1.5,1.5,51.5,19.9,BASIC,,Korea,3-5,True,0.95
EVT_2025_0000000187,2025-11-02 17:12:13.445553,CH_BE_61956,SHARING,TEACHER_REPORT,sharing observed,True,2.0,2.0,52.0,6.1,BASIC,,Myanmar,12-14,True,0.79
EVT_2025_0000000338,2025-11-02 19:53:11.081258,CH_MH_52843,HOMEWORK_COMPLETE,PARENT_PORTAL,homework complete observed,True,1.1,1.1,51.1,92.2,BASIC,,Estonia,6-8,True,0.8
EVT_2025_0000000636,2025-11-02 21:16:59.102619,CH_CZ_82903,CHORES_DONE,MALL_SANTA_NETWORK,chores done observed,False,1.1,1.1,51.1,25.9,BASIC,,Kiribati,9-11,True,0.8
EVT_2025_0000000655,2025-11-02 21:27:03.111138,CH_CN_80012,KINDNESS_ACT,TEACHER_REPORT,kindness act observed,False,1.4,1.4,51.4,38.6,BASIC,,Western Sahara,9-11,True,0.74
EVT_2025_0000000258,2025-11-02 21:28:21.235528,CH_GE_45650,SHARING,TEACHER_REPORT,sharing observed,False,2.8,2.8,52.8,67.9,BASIC,,Eritrea,6-8,True,0.75
EVT_2025_0000000554,2025-11-02 22:17:40.294917,CH_PW_97506,KINDNESS_ACT,PARENT_PORTAL,kindness act observed,True,3.2,3.2,53.2,71.8,BASIC,KINDNESS_STAR,El Salvador,9-11,True,0.96
EVT_2025_0000000072,2025-11-02 22:49:29.898803,CH_GY_77903,LYING,ELF_SURVEILLANCE,lying observed,True,3.6,-3.6,46.4,50.4,BASIC,,Indonesia,6-8,True,0.88
EVT_2025_0000000741,2025-11-02 22:55:32.763192,CH_ML_91291,HELPING_OTHERS,MALL_SANTA_NETWORK,helping others observed,True,2.9,2.9,52.9,61.5,BASIC,,Mali,6-8,True,0.78
EVT_2025_0000000259,2025-11-02 23:02:27.443407,CH_BY_23200,KINDNESS_ACT,MALL_SANTA_NETWORK,kindness act observed,False,3.5,3.5,53.5,65.2,BASIC,KINDNESS_STAR,South Africa,6-8,True,0.77
