simulation_id,segment_id,timestamp,start_city,start_latitude,start_longitude,end_city,end_latitude,end_longitude,distance_km,households_count,chimneys_available,alternative_entries,optimal_arrival_hour,delivery_window_minutes,ms_per_household,weather_condition,weather_delay_minutes,fuel_stops_required,presents_weight_tons,optimization_algorithm,optimization_score,elf_support_teams,contingency_routes,real_time_tracking,carbon_offset_tons
SIM_2025_V3_000092,SEG_SÃO_MOS_0092,2025-11-20 05:30:49.210525,São Paulo,-23.5505,-46.6333,Moscow,55.7558,37.6173,12843.0,8600000,5536308,3063692,20,209,3.0,HEAVY_SNOW,0,2,17200.0,QUANTUM,0.987,13,1,True,1.28
SIM_2025_V8_000320,SEG_TOK_NEW_0320,2025-11-20 05:36:19.419535,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,4831767,2668233,21,125,1.9,CLEAR,23,4,15000.0,QUANTUM,0.844,6,2,True,2.37
SIM_2025_V2_000545,SEG_PAR_SYD_0545,2025-11-20 05:56:03.274747,Paris,48.8566,2.3522,Sydney,-33.8688,151.2093,18903.0,4000000,3145402,854598,23,171,2.8,RAIN,0,3,8000.0,DIJKSTRA,0.845,15,2,True,1.89
SIM_2025_V3_000328,SEG_TOK_LON_0328,2025-11-20 06:06:44.974438,Tokyo,35.6762,139.6503,London,51.5074,-0.1278,15615.0,7700000,5106648,2593352,22,207,1.8,LIGHT_SNOW,0,3,15400.0,DIJKSTRA,0.761,9,3,True,1.56
SIM_2025_V10_000038,SEG_CAI_PAR_0038,2025-11-20 06:13:34.810608,Cairo,30.0444,31.2357,Paris,48.8566,2.3522,3826.0,5700000,3578074,2121926,22,131,3.1,FOG,0,0,11400.0,GENETIC,0.864,20,1,True,0.38
SIM_2025_V1_000535,SEG_SÃO_PAR_0535,2025-11-20 06:24:23.745138,São Paulo,-23.5505,-46.6333,Paris,48.8566,2.3522,9704.0,6200000,4252082,1947918,21,229,2.3,CLOUDY,0,1,12400.0,GENETIC,0.781,18,2,True,0.97
SIM_2025_V10_000760,SEG_PAR_MOS_0760,2025-11-20 06:26:15.894476,Paris,48.8566,2.3522,Moscow,55.7558,37.6173,3989.0,6800000,4470328,2329672,23,186,2.2,CLEAR,0,0,13600.0,DIJKSTRA,0.896,5,3,True,0.4
SIM_2025_V5_000012,SEG_TOR_SYD_0012,2025-11-20 06:37:37.668491,Toronto,43.6532,-79.3832,Sydney,-33.8688,151.2093,27003.0,3900000,2368888,1531112,21,152,2.3,WIND,28,5,7800.0,A_STAR,0.88,16,2,True,2.7
SIM_2025_V10_000649,SEG_MUM_SÃO_0649,2025-11-20 06:43:59.172222,Mumbai,19.076,72.8777,São Paulo,-23.5505,-46.6333,14084.0,8200000,6398903,1801097,21,179,2.4,RAIN,0,2,16400.0,A_STAR,0.839,18,1,True,1.41
SIM_2025_V5_000940,SEG_LON_MOS_0940,2025-11-20 06:47:29.586674,London,51.5074,-0.1278,Moscow,55.7558,37.6173,4216.0,7800000,4875005,2924995,23,239,1.5,FOG,0,0,15600.0,QUANTUM,0.863,16,1,True,0.42
SIM_2025_V3_000976,SEG_TOK_TOR_0976,2025-11-20 06:56:09.115294,Tokyo,35.6762,139.6503,Toronto,43.6532,-79.3832,24329.0,6600000,4937467,1662533,23,194,2.7,FOG,0,4,13200.0,A_STAR,0.792,13,3,True,2.43
SIM_2025_V9_000592,SEG_MUM_LON_0592,2025-11-20 06:58:22.223289,Mumbai,19.076,72.8777,London,51.5074,-0.1278,8867.0,7400000,5438985,1961015,23,123,1.6,FOG,0,1,14800.0,A_STAR,0.987,18,2,True,0.89
SIM_2025_V7_000100,SEG_SÃO_TOR_0100,2025-11-20 07:02:29.960268,São Paulo,-23.5505,-46.6333,Toronto,43.6532,-79.3832,8298.0,6100000,4868577,1231423,21,202,3.1,HEAVY_SNOW,15,1,12200.0,QUANTUM,0.949,12,3,True,0.83
SIM_2025_V4_000991,SEG_TOK_MUM_0991,2025-11-20 07:16:00.317529,Tokyo,35.6762,139.6503,Mumbai,19.076,72.8777,7637.0,8700000,6445288,2254712,23,197,1.7,RAIN,0,1,17400.0,A_STAR,0.927,6,3,True,0.76
SIM_2025_V4_000245,SEG_SYD_PAR_0245,2025-11-20 07:26:54.333889,Sydney,-33.8688,151.2093,Paris,48.8566,2.3522,18903.0,4000000,2854175,1145825,20,237,1.8,RAIN,0,3,8000.0,GENETIC,0.982,15,2,True,1.89
SIM_2025_V8_000810,SEG_MUM_SYD_0810,2025-11-20 07:27:33.877908,Mumbai,19.076,72.8777,Sydney,-33.8688,151.2093,10495.0,6000000,4527566,1472434,20,197,3.2,WIND,0,2,12000.0,A_STAR,0.776,18,2,True,1.05
SIM_2025_V5_000064,SEG_LON_TOR_0064,2025-11-20 07:28:01.793558,London,51.5074,-0.1278,Toronto,43.6532,-79.3832,8840.0,5300000,3681323,1618677,20,205,2.6,HEAVY_SNOW,0,1,10600.0,QUANTUM,0.986,13,1,True,0.88
SIM_2025_V9_000055,SEG_TOR_LON_0055,2025-11-20 07:31:37.137084,Toronto,43.6532,-79.3832,London,51.5074,-0.1278,8840.0,5300000,3562314,1737686,20,213,3.0,WIND,0,1,10600.0,DIJKSTRA,0.982,13,1,True,0.88
SIM_2025_V5_000470,SEG_NEW_PAR_0470,2025-11-20 07:55:09.111029,New York,40.7128,-74.006,Paris,48.8566,2.3522,8524.0,5200000,3322475,1877525,21,215,1.7,WIND,0,1,10400.0,A_STAR,0.984,20,3,True,0.85
SIM_2025_V9_000635,SEG_TOR_CAI_0635,2025-11-20 08:08:56.523037,Toronto,43.6532,-79.3832,Cairo,30.0444,31.2357,12371.0,5600000,3490757,2109243,20,185,3.1,RAIN,0,2,11200.0,DIJKSTRA,0.951,15,1,True,1.24
SIM_2025_V1_000403,SEG_MOS_TOK_0403,2025-11-20 08:09:45.575410,Moscow,55.7558,37.6173,Tokyo,35.6762,139.6503,11543.0,9100000,6158956,2941044,23,126,3.4,RAIN,22,2,18200.0,QUANTUM,0.82,16,1,True,1.15
SIM_2025_V1_000521,SEG_CAI_SÃO_0521,2025-11-20 08:31:08.345175,Cairo,30.0444,31.2357,São Paulo,-23.5505,-46.6333,10493.0,7500000,5612133,1887867,22,198,3.2,WIND,0,2,15000.0,DIJKSTRA,0.886,14,2,True,1.05
SIM_2025_V6_000151,SEG_SÃO_CAI_0151,2025-11-20 08:32:58.980003,São Paulo,-23.5505,-46.6333,Cairo,30.0444,31.2357,10493.0,7500000,5185833,2314167,23,157,2.3,FOG,26,2,15000.0,A_STAR,0.842,11,1,True,1.05
SIM_2025_V10_000729,SEG_TOK_TOR_0729,2025-11-20 08:33:20.525972,Tokyo,35.6762,139.6503,Toronto,43.6532,-79.3832,24329.0,6600000,4370748,2229252,21,209,3.4,CLEAR,0,4,13200.0,DIJKSTRA,0.854,18,2,True,2.43
SIM_2025_V9_000360,SEG_SYD_MUM_0360,2025-11-20 08:33:49.674113,Sydney,-33.8688,151.2093,Mumbai,19.076,72.8777,10495.0,6000000,4601232,1398768,20,231,1.6,WIND,9,2,12000.0,QUANTUM,0.883,10,2,True,1.05
SIM_2025_V6_000606,SEG_MOS_TOR_0606,2025-11-20 08:58:49.956568,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,4461933,2238067,20,144,3.0,FOG,0,2,13400.0,QUANTUM,0.81,14,2,True,1.31
SIM_2025_V10_000227,SEG_CAI_MOS_0227,2025-11-20 09:01:23.334195,Cairo,30.0444,31.2357,Moscow,55.7558,37.6173,2941.0,8100000,6054155,2045845,23,187,3.1,CLOUDY,0,0,16200.0,DIJKSTRA,0.795,15,2,True,0.29
SIM_2025_V7_000942,SEG_CAI_MUM_0942,2025-11-20 09:02:14.181118,Cairo,30.0444,31.2357,Mumbai,19.076,72.8777,4780.0,7700000,6055861,1644139,20,134,1.8,WIND,1,0,15400.0,GENETIC,0.851,15,3,True,0.48
SIM_2025_V10_000548,SEG_TOK_NEW_0548,2025-11-20 09:02:39.180650,Tokyo,35.6762,139.6503,New York,40.7128,-74.006,23722.0,7500000,4950162,2549838,21,184,2.4,WIND,0,4,15000.0,A_STAR,0.86,12,2,True,2.37
SIM_2025_V3_000627,SEG_TOR_NEW_0627,2025-11-20 09:36:15.590577,Toronto,43.6532,-79.3832,New York,40.7128,-74.006,680.0,5100000,4010474,1089526,20,172,2.1,CLOUDY,0,0,10200.0,QUANTUM,0.867,12,2,True,0.07
SIM_2025_V2_000533,SEG_NEW_SÃO_0533,2025-11-20 09:57:33.163514,New York,40.7128,-74.006,São Paulo,-23.5505,-46.6333,7753.0,7000000,5503240,1496760,23,206,3.0,RAIN,0,1,14000.0,GENETIC,0.897,6,3,True,0.78
SIM_2025_V5_000956,SEG_CAI_SÃO_0956,2025-11-20 10:01:46.274991,Cairo,30.0444,31.2357,São Paulo,-23.5505,-46.6333,10493.0,7500000,5791428,1708572,20,195,3.3,RAIN,0,2,15000.0,QUANTUM,0.755,15,2,True,1.05
SIM_2025_V5_000798,SEG_TOK_CAI_0798,2025-11-20 10:08:19.372406,Tokyo,35.6762,139.6503,Cairo,30.0444,31.2357,12050.0,8000000,5985084,2014916,23,157,1.9,HEAVY_SNOW,9,2,16000.0,GENETIC,0.909,17,1,True,1.2
SIM_2025_V5_000828,SEG_MUM_MOS_0828,2025-11-20 10:13:50.979512,Mumbai,19.076,72.8777,Moscow,55.7558,37.6173,5648.0,8800000,6990411,1809589,22,193,2.3,CLOUDY,18,1,17600.0,A_STAR,0.773,8,3,True,0.56
SIM_2025_V2_000514,SEG_SYD_MOS_0514,2025-11-20 10:21:02.723795,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4026346,2373654,21,171,2.6,CLEAR,0,3,12800.0,A_STAR,0.803,16,1,True,1.61
SIM_2025_V5_000868,SEG_NEW_LON_0868,2025-11-20 10:30:49.346487,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,4311286,1888714,20,163,2.0,LIGHT_SNOW,0,1,12400.0,GENETIC,0.839,9,1,True,0.83
SIM_2025_V4_000890,SEG_PAR_TOK_0890,2025-11-20 10:38:49.856942,Paris,48.8566,2.3522,Tokyo,35.6762,139.6503,15310.0,6700000,5357741,1342259,23,236,2.5,RAIN,0,3,13400.0,QUANTUM,0.968,11,2,True,1.53
SIM_2025_V5_000052,SEG_MUM_PAR_0052,2025-11-20 10:46:38.311693,Mumbai,19.076,72.8777,Paris,48.8566,2.3522,8498.0,6400000,4121390,2278610,20,211,3.0,RAIN,0,1,12800.0,A_STAR,0.952,16,3,True,0.85
SIM_2025_V5_000393,SEG_MOS_SÃO_0393,2025-11-20 11:11:32.788577,Moscow,55.7558,37.6173,São Paulo,-23.5505,-46.6333,12843.0,8600000,5512840,3087160,23,126,2.0,CLEAR,0,2,17200.0,QUANTUM,0.808,18,3,True,1.28
SIM_2025_V5_000934,SEG_CAI_NEW_0934,2025-11-20 11:16:08.702287,Cairo,30.0444,31.2357,New York,40.7128,-74.006,11742.0,6500000,4930815,1569185,21,130,2.6,WIND,0,2,13000.0,GENETIC,0.901,11,2,True,1.17
SIM_2025_V6_000949,SEG_NEW_SÃO_0949,2025-11-20 11:38:10.079903,New York,40.7128,-74.006,São Paulo,-23.5505,-46.6333,7753.0,7000000,4342608,2657392,20,198,2.3,CLOUDY,0,1,14000.0,A_STAR,0.823,5,3,True,0.78
SIM_2025_V6_000550,SEG_SÃO_SYD_0550,2025-11-20 11:40:40.097189,São Paulo,-23.5505,-46.6333,Sydney,-33.8688,151.2093,21990.0,5800000,4369004,1430996,23,201,2.5,WIND,0,4,11600.0,QUANTUM,0.852,18,1,True,2.2
SIM_2025_V9_000316,SEG_SÃO_MOS_0316,2025-11-20 11:43:29.820540,São Paulo,-23.5505,-46.6333,Moscow,55.7558,37.6173,12843.0,8600000,6852780,1747220,23,145,2.0,CLEAR,0,2,17200.0,GENETIC,0.778,13,3,True,1.28
SIM_2025_V6_000969,SEG_MOS_PAR_0969,2025-11-20 11:44:41.793122,Moscow,55.7558,37.6173,Paris,48.8566,2.3522,3989.0,6800000,4379997,2420003,21,140,2.5,FOG,0,0,13600.0,DIJKSTRA,0.913,14,2,True,0.4
SIM_2025_V5_000364,SEG_SYD_SÃO_0364,2025-11-20 11:59:52.447986,Sydney,-33.8688,151.2093,São Paulo,-23.5505,-46.6333,21990.0,5800000,3743310,2056690,22,121,3.0,CLEAR,0,4,11600.0,GENETIC,0.851,8,3,True,2.2
SIM_2025_V9_000816,SEG_TOK_LON_0816,2025-11-20 12:01:43.623945,Tokyo,35.6762,139.6503,London,51.5074,-0.1278,15615.0,7700000,5734713,1965287,21,181,2.5,HEAVY_SNOW,0,3,15400.0,GENETIC,0.796,11,2,True,1.56
SIM_2025_V6_000256,SEG_SYD_LON_0256,2025-11-20 12:06:03.297926,Sydney,-33.8688,151.2093,London,51.5074,-0.1278,19287.0,5000000,3136057,1863943,21,126,2.5,RAIN,0,3,10000.0,QUANTUM,0.926,14,1,True,1.93
SIM_2025_V3_000882,SEG_SYD_NEW_0882,2025-11-20 12:26:05.601414,Sydney,-33.8688,151.2093,New York,40.7128,-74.006,26334.0,4800000,3299585,1500415,20,120,3.5,HEAVY_SNOW,0,5,9600.0,QUANTUM,0.768,5,2,True,2.63
SIM_2025_V6_000399,SEG_PAR_CAI_0399,2025-11-20 12:47:55.139669,Paris,48.8566,2.3522,Cairo,30.0444,31.2357,3826.0,5700000,3541269,2158731,22,200,2.2,WIND,20,0,11400.0,DIJKSTRA,0.94,19,3,True,0.38
SIM_2025_V4_000081,SEG_PAR_MOS_0081,2025-11-20 12:54:54.127208,Paris,48.8566,2.3522,Moscow,55.7558,37.6173,3989.0,6800000,4337224,2462776,23,127,1.8,WIND,0,0,13600.0,GENETIC,0.931,17,1,True,0.4
SIM_2025_V9_000073,SEG_MOS_LON_0073,2025-11-20 12:56:25.795584,Moscow,55.7558,37.6173,London,51.5074,-0.1278,4216.0,7800000,6076880,1723120,21,187,2.8,FOG,0,0,15600.0,QUANTUM,0.769,19,3,True,0.42
SIM_2025_V10_000142,SEG_NEW_TOK_0142,2025-11-20 12:56:44.389012,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,4744190,2755810,21,146,1.9,HEAVY_SNOW,14,4,15000.0,QUANTUM,0.765,9,3,True,2.37
SIM_2025_V10_000460,SEG_TOR_SYD_0460,2025-11-20 12:57:57.390513,Toronto,43.6532,-79.3832,Sydney,-33.8688,151.2093,27003.0,3900000,2601976,1298024,23,165,3.0,HEAVY_SNOW,0,5,7800.0,DIJKSTRA,0.816,12,2,True,2.7
SIM_2025_V6_000138,SEG_TOR_SÃO_0138,2025-11-20 12:58:49.992733,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,4049823,2050177,22,165,1.6,FOG,0,1,12200.0,GENETIC,0.88,15,3,True,0.83
SIM_2025_V10_000390,SEG_TOR_MOS_0390,2025-11-20 13:13:20.747141,Toronto,43.6532,-79.3832,Moscow,55.7558,37.6173,13056.0,6700000,4900177,1799823,23,177,2.0,RAIN,0,2,13400.0,A_STAR,0.859,18,3,True,1.31
SIM_2025_V9_000410,SEG_NEW_TOK_0410,2025-11-20 13:15:10.066136,New York,40.7128,-74.006,Tokyo,35.6762,139.6503,23722.0,7500000,5194342,2305658,22,162,2.4,WIND,0,4,15000.0,GENETIC,0.893,6,3,True,2.37
SIM_2025_V9_000382,SEG_MOS_LON_0382,2025-11-20 13:21:44.500670,Moscow,55.7558,37.6173,London,51.5074,-0.1278,4216.0,7800000,5745014,2054986,22,208,2.0,RAIN,0,0,15600.0,QUANTUM,0.983,5,2,True,0.42
SIM_2025_V3_000593,SEG_LON_SYD_0593,2025-11-20 13:39:16.737372,London,51.5074,-0.1278,Sydney,-33.8688,151.2093,19287.0,5000000,3628315,1371685,21,165,2.3,LIGHT_SNOW,0,3,10000.0,QUANTUM,0.85,9,3,True,1.93
SIM_2025_V8_000040,SEG_PAR_NEW_0040,2025-11-20 13:52:19.872795,Paris,48.8566,2.3522,New York,40.7128,-74.006,8524.0,5200000,3888505,1311495,21,238,3.4,LIGHT_SNOW,0,1,10400.0,A_STAR,0.986,14,1,True,0.85
SIM_2025_V10_000283,SEG_TOR_NEW_0283,2025-11-20 13:54:41.754484,Toronto,43.6532,-79.3832,New York,40.7128,-74.006,680.0,5100000,3344992,1755008,22,181,2.8,FOG,7,0,10200.0,GENETIC,0.946,20,1,True,0.07
SIM_2025_V9_000280,SEG_CAI_TOR_0280,2025-11-20 14:10:00.080983,Cairo,30.0444,31.2357,Toronto,43.6532,-79.3832,12371.0,5600000,4033560,1566440,20,229,2.6,HEAVY_SNOW,0,2,11200.0,QUANTUM,0.97,18,2,True,1.24
SIM_2025_V4_000021,SEG_CAI_TOR_0021,2025-11-20 14:21:30.478203,Cairo,30.0444,31.2357,Toronto,43.6532,-79.3832,12371.0,5600000,4035746,1564254,21,159,2.7,WIND,0,2,11200.0,A_STAR,0.897,6,1,True,1.24
SIM_2025_V5_000046,SEG_SÃO_TOK_0046,2025-11-20 14:29:18.250075,São Paulo,-23.5505,-46.6333,Tokyo,35.6762,139.6503,21697.0,8500000,6501149,1998851,23,192,1.5,WIND,0,4,17000.0,GENETIC,0.904,15,3,True,2.17
SIM_2025_V10_000121,SEG_PAR_LON_0121,2025-11-20 14:52:45.509849,Paris,48.8566,2.3522,London,51.5074,-0.1278,403.0,5400000,4309066,1090934,23,202,3.4,CLOUDY,0,0,10800.0,QUANTUM,0.926,20,1,True,0.04
SIM_2025_V8_000644,SEG_LON_TOK_0644,2025-11-20 15:40:08.757036,London,51.5074,-0.1278,Tokyo,35.6762,139.6503,15615.0,7700000,5004826,2695174,21,237,2.9,LIGHT_SNOW,0,3,15400.0,QUANTUM,0.877,7,2,True,1.56
SIM_2025_V1_000162,SEG_PAR_CAI_0162,2025-11-20 15:48:41.665676,Paris,48.8566,2.3522,Cairo,30.0444,31.2357,3826.0,5700000,3758460,1941540,20,176,1.8,HEAVY_SNOW,28,0,11400.0,QUANTUM,0.983,5,2,True,0.38
SIM_2025_V9_000439,SEG_TOR_SÃO_0439,2025-11-20 16:41:16.049020,Toronto,43.6532,-79.3832,São Paulo,-23.5505,-46.6333,8298.0,6100000,3914725,2185275,20,149,1.5,CLEAR,0,1,12200.0,A_STAR,0.962,9,2,True,0.83
SIM_2025_V1_000653,SEG_SÃO_CAI_0653,2025-11-20 16:56:16.173408,São Paulo,-23.5505,-46.6333,Cairo,30.0444,31.2357,10493.0,7500000,4505610,2994390,23,186,2.6,WIND,26,2,15000.0,GENETIC,0.928,10,3,True,1.05
SIM_2025_V2_000110,SEG_TOR_PAR_0110,2025-11-20 17:07:28.397269,Toronto,43.6532,-79.3832,Paris,48.8566,2.3522,9091.0,4300000,3355861,944139,20,209,2.4,FOG,0,1,8600.0,A_STAR,0.961,8,3,True,0.91
SIM_2025_V5_000794,SEG_SYD_MOS_0794,2025-11-20 17:25:54.077276,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4898361,1501639,20,192,1.8,FOG,0,3,12800.0,GENETIC,0.886,8,1,True,1.61
SIM_2025_V1_000511,SEG_MUM_PAR_0511,2025-11-20 17:32:59.828397,Mumbai,19.076,72.8777,Paris,48.8566,2.3522,8498.0,6400000,3897728,2502272,21,171,3.0,HEAVY_SNOW,25,1,12800.0,GENETIC,0.827,6,1,True,0.85
SIM_2025_V3_000472,SEG_MUM_TOR_0472,2025-11-20 17:52:41.004033,Mumbai,19.076,72.8777,Toronto,43.6532,-79.3832,17120.0,6300000,4844134,1455866,23,146,3.3,CLOUDY,1,3,12600.0,QUANTUM,0.919,15,2,True,1.71
SIM_2025_V1_000139,SEG_MOS_TOK_0139,2025-11-20 17:57:31.949055,Moscow,55.7558,37.6173,Tokyo,35.6762,139.6503,11543.0,9100000,6164318,2935682,22,150,2.7,FOG,0,2,18200.0,GENETIC,0.899,14,2,True,1.15
SIM_2025_V5_000406,SEG_MUM_SÃO_0406,2025-11-20 17:58:10.726091,Mumbai,19.076,72.8777,São Paulo,-23.5505,-46.6333,14084.0,8200000,5176337,3023663,20,128,2.0,LIGHT_SNOW,0,2,16400.0,DIJKSTRA,0.783,9,2,True,1.41
SIM_2025_V8_000293,SEG_MUM_SÃO_0293,2025-11-20 18:04:38.030229,Mumbai,19.076,72.8777,São Paulo,-23.5505,-46.6333,14084.0,8200000,6521373,1678627,23,157,2.1,CLEAR,0,2,16400.0,GENETIC,0.87,10,1,True,1.41
SIM_2025_V3_000509,SEG_MUM_NEW_0509,2025-11-20 18:13:02.401077,Mumbai,19.076,72.8777,New York,40.7128,-74.006,16480.0,7200000,4677222,2522778,22,218,2.8,HEAVY_SNOW,14,3,14400.0,A_STAR,0.754,18,3,True,1.65
SIM_2025_V6_000020,SEG_NEW_TOR_0020,2025-11-20 18:20:48.136715,New York,40.7128,-74.006,Toronto,43.6532,-79.3832,680.0,5100000,3947587,1152413,23,212,1.6,HEAVY_SNOW,16,0,10200.0,GENETIC,0.883,18,2,True,0.07
SIM_2025_V6_000713,SEG_LON_PAR_0713,2025-11-20 18:38:45.310615,London,51.5074,-0.1278,Paris,48.8566,2.3522,403.0,5400000,3911575,1488425,23,191,1.8,FOG,0,0,10800.0,DIJKSTRA,0.751,19,1,True,0.04
SIM_2025_V4_000252,SEG_TOK_SÃO_0252,2025-11-20 19:12:18.309166,Tokyo,35.6762,139.6503,São Paulo,-23.5505,-46.6333,21697.0,8500000,5740876,2759124,21,124,2.7,HEAVY_SNOW,0,4,17000.0,QUANTUM,0.847,15,3,True,2.17
SIM_2025_V2_000625,SEG_CAI_MUM_0625,2025-11-20 19:19:56.748664,Cairo,30.0444,31.2357,Mumbai,19.076,72.8777,4780.0,7700000,5373894,2326106,23,225,1.9,WIND,0,0,15400.0,DIJKSTRA,0.915,15,3,True,0.48
SIM_2025_V9_000902,SEG_CAI_SYD_0902,2025-11-20 19:21:20.797714,Cairo,30.0444,31.2357,Sydney,-33.8688,151.2093,15089.0,5300000,3746448,1553552,20,206,2.8,RAIN,0,3,10600.0,GENETIC,0.767,12,1,True,1.51
SIM_2025_V7_001000,SEG_CAI_LON_1000,2025-11-20 19:29:43.122150,Cairo,30.0444,31.2357,London,51.5074,-0.1278,4218.0,6700000,4537068,2162932,21,135,3.3,RAIN,0,0,13400.0,GENETIC,0.792,8,3,True,0.42
SIM_2025_V9_000018,SEG_SYD_LON_0018,2025-11-20 19:33:51.113482,Sydney,-33.8688,151.2093,London,51.5074,-0.1278,19287.0,5000000,3245781,1754219,23,127,2.9,HEAVY_SNOW,0,3,10000.0,QUANTUM,0.789,13,2,True,1.93
SIM_2025_V4_000698,SEG_SYD_NEW_0698,2025-11-20 19:42:42.385305,Sydney,-33.8688,151.2093,New York,40.7128,-74.006,26334.0,4800000,3455576,1344424,22,223,2.7,LIGHT_SNOW,0,5,9600.0,A_STAR,0.786,12,3,True,2.63
SIM_2025_V3_000910,SEG_NEW_LON_0910,2025-11-20 19:47:22.593342,New York,40.7128,-74.006,London,51.5074,-0.1278,8288.0,6200000,4744669,1455331,23,150,3.1,CLEAR,6,1,12400.0,DIJKSTRA,0.869,12,3,True,0.83
SIM_2025_V2_000498,SEG_SYD_SÃO_0498,2025-11-20 20:09:47.461904,Sydney,-33.8688,151.2093,São Paulo,-23.5505,-46.6333,21990.0,5800000,4454442,1345558,21,143,1.8,CLEAR,0,4,11600.0,A_STAR,0.929,16,1,True,2.2
SIM_2025_V6_000872,SEG_SYD_MOS_0872,2025-11-20 20:39:03.489895,Sydney,-33.8688,151.2093,Moscow,55.7558,37.6173,16061.0,6400000,4025406,2374594,20,188,3.2,RAIN,28,3,12800.0,QUANTUM,0.981,14,2,True,1.61
SIM_2025_V5_000873,SEG_TOK_SYD_0873,2025-11-20 20:48:54.896846,Tokyo,35.6762,139.6503,Sydney,-33.8688,151.2093,7825.0,6300000,3856130,2443870,21,202,1.7,RAIN,0,1,12600.0,A_STAR,0.921,18,2,True,0.78
SIM_2025_V6_000150,SEG_SÃO_SYD_0150,2025-11-20 21:01:24.153579,São Paulo,-23.5505,-46.6333,Sydney,-33.8688,151.2093,21990.0,5800000,3797717,2002283,20,130,1.8,CLEAR,0,4,11600.0,DIJKSTRA,0.969,18,3,True,2.2
SIM_2025_V7_000273,SEG_MOS_MUM_0273,2025-11-20 21:02:49.122542,Moscow,55.7558,37.6173,Mumbai,19.076,72.8777,5648.0,8800000,6947033,1852967,21,236,2.1,LIGHT_SNOW,0,1,17600.0,A_STAR,0.816,5,1,True,0.56
SIM_2025_V1_000493,SEG_MOS_TOK_0493,2025-11-20 21:04:08.405130,Moscow,55.7558,37.6173,Tokyo,35.6762,139.6503,11543.0,9100000,6060532,3039468,21,237,1.9,LIGHT_SNOW,0,2,18200.0,DIJKSTRA,0.805,7,1,True,1.15
SIM_2025_V7_000510,SEG_MOS_CAI_0510,2025-11-20 21:35:34.806592,Moscow,55.7558,37.6173,Cairo,30.0444,31.2357,2941.0,8100000,6421857,1678143,20,193,1.9,WIND,0,0,16200.0,A_STAR,0.947,9,3,True,0.29
SIM_2025_V6_000892,SEG_TOR_PAR_0892,2025-11-20 21:49:23.733856,Toronto,43.6532,-79.3832,Paris,48.8566,2.3522,9091.0,4300000,3168534,1131466,20,131,1.9,LIGHT_SNOW,0,1,8600.0,A_STAR,0.98,11,3,True,0.91
SIM_2025_V7_000970,SEG_MUM_SÃO_0970,2025-11-20 21:53:43.006775,Mumbai,19.076,72.8777,São Paulo,-23.5505,-46.6333,14084.0,8200000,6457493,1742507,22,217,3.2,CLEAR,0,2,16400.0,DIJKSTRA,0.756,17,2,True,1.41
SIM_2025_V7_000684,SEG_TOR_CAI_0684,2025-11-20 22:01:10.686260,Toronto,43.6532,-79.3832,Cairo,30.0444,31.2357,12371.0,5600000,4075186,1524814,23,160,1.9,FOG,0,2,11200.0,A_STAR,0.889,20,3,True,1.24
SIM_2025_V8_000192,SEG_SÃO_MOS_0192,2025-11-20 22:22:31.903613,São Paulo,-23.5505,-46.6333,Moscow,55.7558,37.6173,12843.0,8600000,5439601,3160399,21,147,1.9,WIND,0,2,17200.0,A_STAR,0.984,11,1,True,1.28
SIM_2025_V10_000008,SEG_TOK_LON_0008,2025-11-20 22:23:41.520865,Tokyo,35.6762,139.6503,London,51.5074,-0.1278,15615.0,7700000,5147964,2552036,23,154,3.4,CLEAR,0,3,15400.0,GENETIC,0.769,7,3,True,1.56
SIM_2025_V6_000800,SEG_MOS_SÃO_0800,2025-11-20 22:23:43.227614,Moscow,55.7558,37.6173,São Paulo,-23.5505,-46.6333,12843.0,8600000,5968030,2631970,23,221,3.4,LIGHT_SNOW,0,2,17200.0,A_STAR,0.779,10,3,True,1.28
SIM_2025_V5_000205,SEG_MOS_TOR_0205,2025-11-20 22:24:13.495260,Moscow,55.7558,37.6173,Toronto,43.6532,-79.3832,13056.0,6700000,4116239,2583761,23,120,3.0,WIND,0,2,13400.0,GENETIC,0.917,14,1,True,1.31
SIM_2025_V7_000935,SEG_SÃO_TOR_0935,2025-11-20 22:29:10.676766,São Paulo,-23.5505,-46.6333,Toronto,43.6532,-79.3832,8298.0,6100000,4732136,1367864,23,163,2.9,WIND,0,1,12200.0,DIJKSTRA,0.772,15,3,True,0.83
SIM_2025_V4_000711,SEG_TOK_CAI_0711,2025-11-20 22:33:24.673916,Tokyo,35.6762,139.6503,Cairo,30.0444,31.2357,12050.0,8000000,6139022,1860978,21,141,2.0,RAIN,29,2,16000.0,DIJKSTRA,0.948,17,2,True,1.2
