request_id,timestamp,child_id,latitude,longitude,country,timezone,letter_text,primary_gift_category,gift_count,sentiment_score,urgency_level,language_code,delivery_preference,extracted_gifts_json
REQ_2025_00000859,2025-11-02T10:39:32.529Z,CH_AE_66060,26.15860113222026,50.53152041627821,Bahrain,Asia/Bishkek,"Santa, please bring me building blocks for Christmas. I really need it because my old one broke. I've been trying my best all year. From Kathleen",CREATIVE,3,0.851,4,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""building blocks"""""""""""
REQ_2025_00000115,2025-11-02T11:25:07.868Z,CH_BJ_52096,-4.660226373170192,55.45494091174046,Seychelles,Africa/Windhoek,"Santa, please bring me puzzle for Christmas. I really need it because all my friends have one. I've been trying my best all year. From Elizabeth",TOYS,3,0.714,1,es,tree,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000636,2025-11-02T11:34:41.336Z,CH_BO_17255,33.767641514523795,66.23752403241438,Afghanistan,Europe/Vienna,"Hi Santa! My name is Nicholas and I am 3 years old. This year I want tennis racket, skateboard, and soccer ball. I've been trying my best and helped my dad. Thank you!",SPORTS,3,0.611,2,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""tennis racket"""""""""""
REQ_2025_00000355,2025-11-02T11:57:04.348Z,CH_GW_64005,23.660801481834053,-102.01067520617083,Mexico,Pacific/Guadalcanal,"Dear Santa, I have been very very good this year. For Christmas, I would really like educational book and maybe coloring book. I promise to do my homework. Love, Teresa",BOOKS,3,0.696,2,en,tree,"""""""[{""""""""item_name"""""""": """"""""educational book"""""""""""
REQ_2025_00000572,2025-11-02T12:27:46.381Z,CH_DO_91719,7.989040779412182,-5.571403607425857,Cote d'Ivoire,Asia/Omsk,"Hi Santa! My name is Jasmine and I am 5 years old. This year I want drone, robot, and smartwatch. I've been very good and helped my sister. Thank you!",ELECTRONICS,3,0.942,4,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000553,2025-11-02T12:29:53.317Z,CH_SL_46659,23.999368697499417,54.00189697140434,United Arab Emirates,Africa/Kigali,"Dear Santa, I have been very kind this year. For Christmas, I would really like tennis racket and maybe soccer ball. I promise to share with my siblings. Love, Jamie",SPORTS,3,0.671,1,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""tennis racket"""""""""""
REQ_2025_00000460,2025-11-02T12:50:27.407Z,CH_IQ_74724,12.750305747402503,122.7284930606166,Philippines,America/La_Paz,"Santa, please bring me comic book for Christmas. I really need it because I want to learn. I've been kind all year. From John",BOOKS,3,0.987,1,it,mailbox,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000222,2025-11-02T12:54:36.785Z,CH_KM_64046,9.52901190509664,2.2558285727291647,Benin,Africa/Casablanca,"Hi Santa! My name is Alejandra and I am 4 years old. This year I want basketball, soccer ball, and bicycle. I've been kind and helped my mom. Thank you!",SPORTS,3,0.614,5,en,chimney,"""""""[{""""""""item_name"""""""": """"""""basketball"""""""""""
REQ_2025_00000714,2025-11-02T13:31:53.177Z,CH_GY_99568,13.469233013714422,-15.491734597411867,Gambia,Asia/Jerusalem,"Dear Santa, I have been very helpful this year. For Christmas, I would really like gaming console and maybe headphones. I promise to help with chores. Love, Scott",ELECTRONICS,3,0.963,4,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000373,2025-11-02T14:26:12.858Z,CH_AO_98867,-8.641522913231492,179.16034536694767,Tuvalu,Africa/Lusaka,"Santa, please bring me drone for Christmas. I really need it because I want to learn. I've been good all year. From Alicia",ELECTRONICS,3,0.82,3,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000049,2025-11-02T15:34:39.071Z,CH_ST_82384,-1.9677922254514815,30.062347268021668,Rwanda,Africa/Niamey,"Dear Santa, I have been very kind this year. For Christmas, I would really like LEGO set and maybe toy car. I promise to do my homework. Love, John",TOYS,3,0.763,2,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""LEGO set"""""""""""
REQ_2025_00000020,2025-11-02T15:57:12.483Z,CH_MM_66333,52.214021827369606,19.136231632734912,Poland,Africa/Libreville,"Santa, please bring me LEGO set for Christmas. I really need it because I want to learn. I've been good all year. From Kimberly",TOYS,3,0.651,3,pt,chimney,"""""""[{""""""""item_name"""""""": """"""""LEGO set"""""""""""
REQ_2025_00000912,2025-11-02T16:34:10.649Z,CH_IT_61014,4.615925575506742,13.15523548460558,Cameroon,Asia/Riyadh,"Hi Santa! My name is Gina and I am 8 years old. This year I want basketball, tennis racket, and soccer ball. I've been kind and helped my dad. Thank you!",SPORTS,3,0.741,2,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""basketball"""""""""""
REQ_2025_00000697,2025-11-02T16:45:04.473Z,CH_PW_30203,-19.052432476082284,-169.86266408476268,Niue,America/Guyana,"Dear Santa, I have been very very good this year. For Christmas, I would really like comic book and maybe picture book. I promise to be kind to others. Love, Joshua",BOOKS,3,0.874,3,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000371,2025-11-02T18:54:14.133Z,CH_GA_58453,38.62729312462769,70.81551086902459,Tajikistan,Africa/Casablanca,"Hi Santa! My name is Jason and I am 5 years old. This year I want gaming console, tablet, and drone. I've been helpful and helped my brother. Thank you!",ELECTRONICS,3,0.674,5,en,stocking,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000244,2025-11-02T20:43:34.722Z,CH_BD_95709,4.416097275987837,114.56324214119867,Brunei Darussalam,Europe/Madrid,"Dear Santa, I have been very good this year. For Christmas, I would really like art supplies and maybe science kit. I promise to help with chores. Love, Jeremiah",CREATIVE,3,0.91,3,zh,tree,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000201,2025-11-02T20:45:01.520Z,CH_NO_76207,14.9004312397112,100.8323580268871,Thailand,Europe/Chisinau,"Santa, please bring me board game for Christmas. I really need it because it would help me in school. I've been very good all year. From Andres",TOYS,3,0.759,1,en,tree,"""""""[{""""""""item_name"""""""": """"""""board game"""""""""""
REQ_2025_00000522,2025-11-02T21:29:38.742Z,CH_TM_29473,5.376469203976848,132.9097396158264,Palau,Indian/Maldives,"Santa, please bring me skateboard for Christmas. I really need it because it would help me in school. I've been kind all year. From Mark",SPORTS,3,0.851,4,de,chimney,"""""""[{""""""""item_name"""""""": """"""""skateboard"""""""""""
REQ_2025_00000675,2025-11-02T22:23:29.740Z,CH_ZM_73307,58.75300812638358,25.328822571058765,Estonia,America/Dominica,"Hi Santa! My name is Susan and I am 3 years old. This year I want chapter book, educational book, and comic book. I've been excellent and helped my sister. Thank you!",BOOKS,3,0.806,1,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000258,2025-11-02T22:30:52.883Z,CH_LU_98345,9.527999894396956,2.2605648941278877,Benin,Europe/Sofia,"Santa, please bring me chapter book for Christmas. I really need it because I want to learn. I've been helpful all year. From Erika",BOOKS,3,0.614,2,en,tree,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000161,2025-11-02T22:51:42.425Z,CH_DM_97098,8.779697829363505,1.0189728621980219,Togo,Africa/Ndjamena,"Santa, please bring me chapter book for Christmas. I really need it because all my friends have one. I've been excellent all year. From Jamie",BOOKS,3,0.962,2,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000164,2025-11-02T23:05:35.668Z,CH_LA_90750,47.17851405852183,19.508982512840912,Hungary,Africa/Banjul,"Hi Santa! My name is Christine and I am 12 years old. This year I want puzzle, toy car, and doll. I've been excellent and helped my dad. Thank you!",TOYS,3,0.875,2,es,chimney,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000724,2025-11-02T23:22:36.482Z,CH_NG_36546,-14.520290066340099,27.556334772478074,Zambia,Africa/Brazzaville,"Hi Santa! My name is Mark and I am 7 years old. This year I want art supplies, musical instrument, and science kit. I've been trying my best and helped my grandparents. Thank you!",CREATIVE,3,0.745,1,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000351,2025-11-02T23:45:05.226Z,CH_GB_85936,58.750349538298146,25.332815710487544,Estonia,Europe/Copenhagen,"Santa, please bring me board game for Christmas. I really need it because I want to learn. I've been kind all year. From Rhonda",TOYS,3,0.693,1,en,tree,"""""""[{""""""""item_name"""""""": """"""""board game"""""""""""
REQ_2025_00000742,2025-11-03T00:48:20.544Z,CH_PW_68564,1.442213361491857,38.42828957858473,Kenya,Asia/Saigon,"Hi Santa! My name is Mark and I am 10 years old. This year I want stuffed animal, board game, and LEGO set. I've been kind and helped my brother. Thank you!",TOYS,3,0.775,2,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""stuffed animal"""""""""""
REQ_2025_00000501,2025-11-03T00:59:57.084Z,CH_LU_31989,41.62071301869131,21.719018534297327,North Macedonia,Africa/Tripoli,"Hi Santa! My name is Hayden and I am 7 years old. This year I want science kit, musical instrument, and building blocks. I've been good and helped my brother. Thank you!",CREATIVE,3,0.788,4,zh,tree,"""""""[{""""""""item_name"""""""": """"""""science kit"""""""""""
REQ_2025_00000895,2025-11-03T01:18:19.358Z,CH_IR_79565,1.610782196198864,10.516078818200548,Equatorial Guinea,Africa/Dakar,"Santa, please bring me picture book for Christmas. I really need it because my old one broke. I've been excellent all year. From Brianna",BOOKS,3,0.692,2,ja,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000286,2025-11-03T01:37:59.773Z,CH_SN_15737,16.251819259237916,-61.568741660154416,Guadeloupe,Asia/Riyadh,"Hi Santa! My name is Karen and I am 12 years old. This year I want comic book, educational book, and coloring book. I've been good and helped my grandparents. Thank you!",BOOKS,3,0.934,2,fr,chimney,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000815,2025-11-03T01:44:25.125Z,CH_PW_99660,-18.122161473202013,179.0101684586128,Fiji,Asia/Dushanbe,"Hi Santa! My name is William and I am 10 years old. This year I want headphones, robot, and tablet. I've been kind and helped my sister. Thank you!",ELECTRONICS,3,0.847,5,es,tree,"""""""[{""""""""item_name"""""""": """"""""headphones"""""""""""
REQ_2025_00000508,2025-11-03T02:19:51.943Z,CH_LS_35150,-54.845461436525476,-35.80699699525145,South Georgia and the South Sandwich Islands,Europe/San_Marino,"Dear Santa, I have been very very good this year. For Christmas, I would really like art supplies and maybe science kit. I promise to do my homework. Love, Brian",CREATIVE,3,0.704,4,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000003,2025-11-03T02:22:20.895Z,CH_AO_92397,55.66997517996977,10.336766062826326,Denmark,Africa/Brazzaville,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like toy car and maybe board game. I promise to share with my siblings. Love, Randy",TOYS,3,0.847,3,de,chimney,"""""""[{""""""""item_name"""""""": """"""""toy car"""""""""""
REQ_2025_00000453,2025-11-03T02:42:49.697Z,CH_AT_52495,3.7224953670327205,73.22597813625255,Maldives,Asia/Dhaka,"Hi Santa! My name is Dennis and I am 8 years old. This year I want tablet, robot, and smartwatch. I've been good and helped my dad. Thank you!",ELECTRONICS,3,0.703,1,en,tree,"""""""[{""""""""item_name"""""""": """"""""tablet"""""""""""
REQ_2025_00000400,2025-11-03T03:08:21.290Z,CH_BY_62730,24.770237253479383,-78.00333361575639,Bahamas,Asia/Karachi,"Hi Santa! My name is Melanie and I am 8 years old. This year I want toy car, action figure, and puzzle. I've been trying my best and helped my dad. Thank you!",TOYS,3,0.701,5,ja,tree,"""""""[{""""""""item_name"""""""": """"""""toy car"""""""""""
REQ_2025_00000898,2025-11-03T03:37:26.209Z,CH_EG_19991,-17.025282518639454,-144.64182461342477,French Polynesia,America/Panama,"Dear Santa, I have been very excellent this year. For Christmas, I would really like robot and maybe gaming console. I promise to help with chores. Love, Christopher",ELECTRONICS,3,0.993,1,en,tree,"""""""[{""""""""item_name"""""""": """"""""robot"""""""""""
REQ_2025_00000694,2025-11-03T04:00:31.917Z,CH_TG_87801,31.754251142414432,34.96136400107922,Palestinian Territory,Africa/Douala,"Santa, please bring me comic book for Christmas. I really need it because it would help me in school. I've been very good all year. From Justin",BOOKS,3,0.83,4,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""comic book"""""""""""
REQ_2025_00000911,2025-11-03T04:01:31.271Z,CH_SB_24018,15.953315373806412,37.999848563704234,Eritrea,Africa/Windhoek,"Santa, please bring me smartwatch for Christmas. I really need it because it would help me in school. I've been very good all year. From Natalie",ELECTRONICS,3,0.737,4,fr,tree,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000571,2025-11-03T04:13:54.554Z,CH_MT_48026,-0.7297542736617468,15.639593393443048,Congo,America/Montevideo,"Santa, please bring me art supplies for Christmas. I really need it because my old one broke. I've been trying my best all year. From Jordan",CREATIVE,3,0.664,4,es,chimney,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000100,2025-11-03T05:35:50.301Z,CH_SN_49862,-19.919366747416625,-175.20517588492805,Tonga,Europe/Copenhagen,"Santa, please bring me musical instrument for Christmas. I really need it because I want to learn. I've been good all year. From Alicia",CREATIVE,3,0.666,3,de,stocking,"""""""[{""""""""item_name"""""""": """"""""musical instrument"""""""""""
REQ_2025_00000813,2025-11-03T05:42:48.922Z,CH_LA_45506,45.36623990862913,15.660541920794952,Croatia,America/Tijuana,"Dear Santa, I have been very good this year. For Christmas, I would really like drone and maybe gaming console. I promise to be kind to others. Love, Wanda",ELECTRONICS,3,0.735,1,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000536,2025-11-03T05:43:24.821Z,CH_LK_58110,24.77122888819467,-77.9999461153857,Bahamas,Africa/Casablanca,"Santa, please bring me art supplies for Christmas. I really need it because my old one broke. I've been helpful all year. From Ronald",CREATIVE,3,0.936,5,pt,chimney,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000752,2025-11-03T05:50:18.497Z,CH_KN_73878,-19.914666191853193,-175.20425667741964,Tonga,Asia/Brunei,"Hi Santa! My name is Daniel and I am 10 years old. This year I want toy car, action figure, and puzzle. I've been excellent and helped my sister. Thank you!",TOYS,3,0.909,4,es,stocking,"""""""[{""""""""item_name"""""""": """"""""toy car"""""""""""
REQ_2025_00000270,2025-11-03T06:12:56.308Z,CH_GY_65288,-20.636812504068743,161.21471379610054,New Caledonia,Africa/Conakry,"Hi Santa! My name is Jason and I am 10 years old. This year I want board game, puzzle, and action figure. I've been kind and helped my dad. Thank you!",TOYS,3,0.853,5,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""board game"""""""""""
REQ_2025_00000125,2025-11-03T09:20:28.588Z,CH_MG_18819,46.603548580762215,1.8893757205632111,France,Europe/Belgrade,"Santa, please bring me robot for Christmas. I really need it because I want to learn. I've been trying my best all year. From Annette",ELECTRONICS,3,0.64,1,ja,chimney,"""""""[{""""""""item_name"""""""": """"""""robot"""""""""""
REQ_2025_00000445,2025-11-03T09:36:39.151Z,CH_CA_93422,46.83476795249754,-56.21058405680503,Saint Pierre and Miquelon,Asia/Baku,"Santa, please bring me bicycle for Christmas. I really need it because it would help me in school. I've been helpful all year. From Catherine",SPORTS,3,0.769,4,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""bicycle"""""""""""
REQ_2025_00000883,2025-11-03T11:41:52.015Z,CH_NZ_53749,-12.20237979544005,44.285547748977635,Comoros,Africa/Dar_es_Salaam,"Hi Santa! My name is Allison and I am 4 years old. This year I want picture book, educational book, and chapter book. I've been very good and helped my brother. Thank you!",BOOKS,3,0.975,1,it,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000367,2025-11-03T11:52:33.474Z,CH_HR_98251,47.13921871911378,9.551967258023408,Liechtenstein,America/Grenada,"Santa, please bring me art supplies for Christmas. I really need it because all my friends have one. I've been kind all year. From Annette",CREATIVE,3,0.978,1,de,mailbox,"""""""[{""""""""item_name"""""""": """"""""art supplies"""""""""""
REQ_2025_00000822,2025-11-03T13:39:54.001Z,CH_NA_92429,8.004372885668745,-66.1126661567527,Venezuela,Africa/Lusaka,"Dear Santa, I have been very excellent this year. For Christmas, I would really like coloring book and maybe educational book. I promise to be kind to others. Love, Dustin",BOOKS,3,0.774,3,zh,tree,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000404,2025-11-03T13:56:38.124Z,CH_LY_98037,10.747667988854333,-61.081199628601496,Trinidad and Tobago,America/Fortaleza,"Santa, please bring me stuffed animal for Christmas. I really need it because all my friends have one. I've been excellent all year. From Brittany",TOYS,3,0.863,1,zh,tree,"""""""[{""""""""item_name"""""""": """"""""stuffed animal"""""""""""
REQ_2025_00000819,2025-11-03T14:16:24.780Z,CH_MT_94651,9.60194354481347,8.001986107508825,Nigeria,Europe/Belgrade,"Hi Santa! My name is Jeremy and I am 12 years old. This year I want tennis racket, skateboard, and soccer ball. I've been trying my best and helped my grandparents. Thank you!",SPORTS,3,0.675,5,es,stocking,"""""""[{""""""""item_name"""""""": """"""""tennis racket"""""""""""
REQ_2025_00000346,2025-11-03T14:24:17.206Z,CH_FR_89993,9.602065742995682,8.0034850647634,Nigeria,Europe/Istanbul,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like picture book and maybe comic book. I promise to share with my siblings. Love, Joshua",BOOKS,3,0.757,4,es,tree,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000431,2025-11-03T14:38:28.154Z,CH_BN_85846,-41.497819026735904,172.83160156783842,New Zealand,Europe/Vilnius,"Santa, please bring me action figure for Christmas. I really need it because it would help me in school. I've been kind all year. From Paul",TOYS,3,0.838,5,it,chimney,"""""""[{""""""""item_name"""""""": """"""""action figure"""""""""""
REQ_2025_00000317,2025-11-03T15:02:59.121Z,CH_ZM_64269,-23.235037689504637,17.32080632781678,Namibia,Africa/Monrovia,"Santa, please bring me LEGO set for Christmas. I really need it because it would help me in school. I've been good all year. From Stephanie",TOYS,3,0.618,3,de,chimney,"""""""[{""""""""item_name"""""""": """"""""LEGO set"""""""""""
REQ_2025_00000626,2025-11-03T16:38:10.187Z,CH_NG_15587,4.412241269213561,114.56731279914253,Brunei Darussalam,Pacific/Guadalcanal,"Dear Santa, I have been very helpful this year. For Christmas, I would really like bicycle and maybe tennis racket. I promise to help with chores. Love, John",SPORTS,3,0.963,3,fr,mailbox,"""""""[{""""""""item_name"""""""": """"""""bicycle"""""""""""
REQ_2025_00000335,2025-11-03T17:13:33.933Z,CH_MV_41031,8.032457251046981,-1.0779169066642253,Ghana,Europe/Copenhagen,"Hi Santa! My name is Stanley and I am 10 years old. This year I want soccer ball, skateboard, and tennis racket. I've been helpful and helped my grandparents. Thank you!",SPORTS,3,0.885,3,zh,stocking,"""""""[{""""""""item_name"""""""": """"""""soccer ball"""""""""""
REQ_2025_00000880,2025-11-03T17:21:31.024Z,CH_NI_71463,39.32855855282189,-4.838122964371898,Spain,Asia/Ashgabat,"Dear Santa, I have been very kind this year. For Christmas, I would really like robot and maybe headphones. I promise to be kind to others. Love, Gabrielle",ELECTRONICS,3,0.982,3,pt,stocking,"""""""[{""""""""item_name"""""""": """"""""robot"""""""""""
REQ_2025_00000105,2025-11-03T17:31:53.855Z,CH_CR_13037,26.252558811148027,29.265391642953244,Egypt,Pacific/Fiji,"Santa, please bring me chapter book for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Meredith",BOOKS,3,0.636,4,ja,tree,"""""""[{""""""""item_name"""""""": """"""""chapter book"""""""""""
REQ_2025_00000627,2025-11-03T17:32:48.967Z,CH_MW_32871,45.36637137187177,15.653983402099866,Croatia,Pacific/Enderbury,"Santa, please bring me coloring book for Christmas. I really need it because my old one broke. I've been helpful all year. From Gabriella",BOOKS,3,0.862,3,pt,mailbox,"""""""[{""""""""item_name"""""""": """"""""coloring book"""""""""""
REQ_2025_00000749,2025-11-03T17:40:02.787Z,CH_YE_96403,-4.658349622198947,55.456221344296225,Seychelles,Asia/Dili,"Dear Santa, I have been very very good this year. For Christmas, I would really like basketball and maybe tennis racket. I promise to do my homework. Love, Omar",SPORTS,3,0.633,1,zh,stocking,"""""""[{""""""""item_name"""""""": """"""""basketball"""""""""""
REQ_2025_00000225,2025-11-03T18:55:10.613Z,CH_UZ_69048,40.396194361366305,47.786633193598036,Azerbaijan,Pacific/Easter,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like headphones and maybe gaming console. I promise to share with my siblings. Love, Adrian",ELECTRONICS,3,0.783,5,fr,mailbox,"""""""[{""""""""item_name"""""""": """"""""headphones"""""""""""
REQ_2025_00000669,2025-11-03T18:59:45.119Z,CH_IL_73556,-49.23640686561481,69.62276334422566,French Southern Territories,Africa/Conakry,"Dear Santa, I have been very good this year. For Christmas, I would really like drone and maybe gaming console. I promise to share with my siblings. Love, Billy",ELECTRONICS,3,0.617,3,it,chimney,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000646,2025-11-03T19:09:21.337Z,CH_DK_93590,41.32100684677007,63.949953988901605,Uzbekistan,Europe/Minsk,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like basketball and maybe bicycle. I promise to share with my siblings. Love, Victoria",SPORTS,3,0.938,2,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""basketball"""""""""""
REQ_2025_00000491,2025-11-03T19:57:17.833Z,CH_NZ_26272,12.353761410951298,-85.78307734056231,Nicaragua,Pacific/Guadalcanal,"Dear Santa, I have been very good this year. For Christmas, I would really like headphones and maybe smartwatch. I promise to share with my siblings. Love, Ian",ELECTRONICS,3,0.814,4,fr,chimney,"""""""[{""""""""item_name"""""""": """"""""headphones"""""""""""
REQ_2025_00000643,2025-11-03T20:44:52.459Z,CH_DJ_13584,-24.77967500403378,134.75374367355437,Australia,America/Mexico_City,"Santa, please bring me puzzle for Christmas. I really need it because I want to learn. I've been excellent all year. From Kelly",TOYS,3,0.736,5,zh,mailbox,"""""""[{""""""""item_name"""""""": """"""""puzzle"""""""""""
REQ_2025_00000910,2025-11-03T20:45:38.131Z,CH_UY_97952,12.544602345597404,104.81708188404727,Cambodia,Europe/Copenhagen,"Dear Santa, I have been very helpful this year. For Christmas, I would really like musical instrument and maybe craft kit. I promise to do my homework. Love, Allison",CREATIVE,3,0.7,1,de,tree,"""""""[{""""""""item_name"""""""": """"""""musical instrument"""""""""""
REQ_2025_00000960,2025-11-03T21:41:01.719Z,CH_BT_93558,-34.993460090669636,-64.97007254049883,Argentina,Africa/Addis_Ababa,"Santa, please bring me drone for Christmas. I really need it because I want to learn. I've been very good all year. From Stephanie",ELECTRONICS,3,0.712,1,ja,mailbox,"""""""[{""""""""item_name"""""""": """"""""drone"""""""""""
REQ_2025_00000009,2025-11-03T22:20:02.144Z,CH_AE_26828,19.100128616600102,-70.29954658842517,Dominican Republic,Pacific/Palau,"Dear Santa, I have been very kind this year. For Christmas, I would really like tablet and maybe gaming console. I promise to be kind to others. Love, Matthew",ELECTRONICS,3,0.864,5,fr,stocking,"""""""[{""""""""item_name"""""""": """"""""tablet"""""""""""
REQ_2025_00000384,2025-11-03T22:22:08.930Z,CH_PH_66524,4.410264676475152,114.56308107032409,Brunei Darussalam,America/Guatemala,"Santa, please bring me gaming console for Christmas. I really need it because it would help me in school. I've been good all year. From Patrick",ELECTRONICS,3,0.617,1,en,chimney,"""""""[{""""""""item_name"""""""": """"""""gaming console"""""""""""
REQ_2025_00000494,2025-11-03T23:45:57.471Z,CH_JO_81002,38.62704812398626,70.81417130076987,Tajikistan,Asia/Taipei,"Hi Santa! My name is Kelly and I am 5 years old. This year I want tablet, headphones, and robot. I've been excellent and helped my grandparents. Thank you!",ELECTRONICS,3,0.758,4,es,tree,"""""""[{""""""""item_name"""""""": """"""""tablet"""""""""""
REQ_2025_00000538,2025-11-04T03:20:56.418Z,CH_SA_53063,36.63867371904129,127.69719314892664,Korea,Europe/Minsk,"Dear Santa, I have been very excellent this year. For Christmas, I would really like board game and maybe puzzle. I promise to share with my siblings. Love, Anna",TOYS,3,0.719,1,en,stocking,"""""""[{""""""""item_name"""""""": """"""""board game"""""""""""
REQ_2025_00000547,2025-11-04T03:48:08.197Z,CH_BB_37529,39.78483099189763,-100.44607125309562,United States of America,Asia/Kuwait,"Santa, please bring me smartwatch for Christmas. I really need it because all my friends have one. I've been helpful all year. From Amanda",ELECTRONICS,3,0.834,1,es,tree,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
REQ_2025_00000888,2025-11-04T04:21:59.810Z,CH_AG_64784,-6.522678754552467,35.78957682523188,Tanzania,Europe/Athens,"Hi Santa! My name is Jared and I am 8 years old. This year I want robot, headphones, and drone. I've been helpful and helped my sister. Thank you!",ELECTRONICS,3,0.923,2,it,stocking,"""""""[{""""""""item_name"""""""": """"""""robot"""""""""""
REQ_2025_00000956,2025-11-04T04:45:32.869Z,CH_SE_92621,-34.99321869152675,-64.96383987958147,Argentina,Europe/Monaco,"Santa, please bring me rollerblades for Christmas. I really need it because it would help me in school. I've been trying my best all year. From James",SPORTS,3,0.629,2,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""rollerblades"""""""""""
REQ_2025_00000944,2025-11-04T04:48:52.707Z,CH_TO_19994,36.127685410625375,-5.344648975915619,Gibraltar,Europe/Bratislava,"Hi Santa! My name is Alexander and I am 4 years old. This year I want bicycle, tennis racket, and skateboard. I've been excellent and helped my dad. Thank you!",SPORTS,3,0.724,1,es,stocking,"""""""[{""""""""item_name"""""""": """"""""bicycle"""""""""""
REQ_2025_00000046,2025-11-04T06:53:00.109Z,CH_GT_32962,30.32932943929092,71.24822376837658,Pakistan,America/Guatemala,"Dear Santa, I have been very kind this year. For Christmas, I would really like craft kit and maybe art supplies. I promise to share with my siblings. Love, Michael",CREATIVE,3,0.788,4,it,tree,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000192,2025-11-04T08:22:45.112Z,CH_JP_30131,45.98533657497405,24.688010716057885,Romania,America/Asuncion,"Dear Santa, I have been very good this year. For Christmas, I would really like craft kit and maybe building blocks. I promise to share with my siblings. Love, Vernon",CREATIVE,3,0.622,1,zh,chimney,"""""""[{""""""""item_name"""""""": """"""""craft kit"""""""""""
REQ_2025_00000863,2025-11-04T09:21:40.315Z,CH_MK_68479,26.8215047426307,18.1252859259197,Libyan Arab Jamahiriya,Pacific/Kwajalein,"Santa, please bring me picture book for Christmas. I really need it because it would help me in school. I've been excellent all year. From Matthew",BOOKS,3,0.685,1,es,mailbox,"""""""[{""""""""item_name"""""""": """"""""picture book"""""""""""
REQ_2025_00000106,2025-11-04T09:31:16.843Z,CH_PG_57943,64.98232822221831,-18.104830214973084,Iceland,Europe/Budapest,"Dear Santa, I have been very good this year. For Christmas, I would really like science kit and maybe craft kit. I promise to be kind to others. Love, Christina",CREATIVE,3,0.906,3,en,mailbox,"""""""[{""""""""item_name"""""""": """"""""science kit"""""""""""
REQ_2025_00000098,2025-11-04T09:51:13.450Z,CH_IR_13445,7.5521234430815705,80.71642478907954,Sri Lanka,Europe/Minsk,"Dear Santa, I have been very very good this year. For Christmas, I would really like smartwatch and maybe drone. I promise to do my homework. Love, Joshua",ELECTRONICS,3,0.744,5,pt,mailbox,"""""""[{""""""""item_name"""""""": """"""""smartwatch"""""""""""
